Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
2,0,32.5,0,0,219,13.0,116,2
1,0,23.0,3,2,95,263.0,63,2
1,1,46.0,0,0,592,79.2,44,0
1,1,52.0,1,1,1,79.65,134,2
2,0,55.0,0,0,153,16.0,-1,2
2,0,24.0,2,3,237,18.75,-1,2
1,0,18.0,2,2,602,262.375,35,0
1,1,38.0,0,0,97,0.0,-1,2
2,0,18.0,0,2,168,13.0,-1,2
1,1,0.92,1,2,37,151.55,62,2
3,1,4.0,4,1,480,29.125,-1,1
2,1,54.0,0,0,232,14.0,-1,2
1,1,21.0,0,1,417,77.2875,98,2
3,1,31.0,0,0,287,7.75,-1,1
1,0,16.0,0,0,0,86.5,42,2
3,1,36.0,0,0,574,0.0,-1,2
3,1,44.0,0,0,655,7.925,-1,2
1,1,61.0,0,0,455,32.3208,110,2
1,0,33.0,1,0,92,90.0,78,1
1,1,54.0,0,1,417,77.2875,98,2
2,0,31.0,1,1,556,26.25,-1,2
3,0,29.0,0,4,395,21.075,-1,2
3,1,20.5,0,0,525,7.25,-1,2
2,0,36.0,0,0,220,13.0,-1,2
3,1,35.0,0,0,472,8.05,-1,2
3,1,45.0,0,0,510,8.05,-1,2
3,0,40.0,1,0,507,9.475,-1,2
2,1,8.0,1,1,558,36.75,-1,2
3,0,23.0,0,0,671,7.925,-1,2
2,0,40.0,0,0,559,15.75,-1,2
3,0,37.0,0,0,490,9.5875,-1,2
2,1,0.83,0,2,158,29.0,-1,2
1,0,30.0,0,0,614,106.425,-1,0
3,1,26.0,0,0,369,7.8958,-1,2
3,1,18.0,1,1,412,7.8542,-1,2
2,0,24.0,2,1,142,27.0,-1,2
1,0,41.0,0,0,81,134.5,127,0
3,1,16.0,2,0,302,18.0,-1,2
3,1,32.0,0,0,511,8.3625,-1,2
1,0,38.0,0,0,32,80.0,21,-1
1,0,19.0,0,2,55,26.2833,107,2
3,0,35.0,1,1,551,20.25,-1,2
2,0,50.0,0,0,572,10.5,-1,2
2,1,2.0,1,1,113,26.0,141,2
3,1,40.0,1,1,435,15.5,-1,1
3,0,21.0,2,2,676,34.375,-1,2
2,0,17.0,0,0,625,12.0,-1,0
1,0,48.0,0,0,88,25.9292,94,2
1,1,49.0,1,0,84,89.1042,86,0
2,1,42.0,0,0,134,13.0,-1,2
3,1,32.0,0,0,665,7.925,-1,2
3,1,25.0,1,0,377,17.8,-1,2
2,1,23.0,0,0,119,13.0,-1,2
2,1,70.0,0,0,550,10.5,-1,2
2,1,36.0,0,0,112,13.0,-1,2
3,1,21.0,0,0,659,7.925,-1,2
2,0,27.0,1,0,53,21.0,-1,2
1,1,64.0,1,4,95,263.0,63,2
3,0,19.0,1,0,406,7.8542,-1,2
3,1,32.0,0,0,664,7.925,-1,2
3,1,40.0,1,4,337,27.9,-1,2
3,1,20.0,0,0,409,7.8542,-1,2
2,1,50.0,0,0,161,13.0,-1,2
3,1,7.0,4,1,249,39.6875,-1,2
2,1,32.0,1,0,233,26.0,-1,2
1,1,31.0,1,0,569,52.0,38,2
3,1,30.0,0,0,385,7.8958,-1,2
3,1,34.0,0,0,242,6.4958,-1,2
2,1,0.67,1,1,166,14.5,-1,2
1,1,23.0,0,1,612,63.3583,91,0
2,1,52.0,0,0,164,13.0,-1,2
3,0,18.0,0,0,336,7.775,-1,2
1,1,36.0,1,2,33,120.0,47,2
3,1,29.0,0,0,311,9.5,-1,2
3,1,51.0,0,0,345,7.0542,-1,2
3,0,4.0,1,1,616,16.7,145,2
3,1,39.0,0,0,663,7.925,-1,2
3,1,14.0,5,2,566,46.9,-1,2
1,1,31.0,0,0,590,50.4958,6,2
2,0,34.0,1,1,224,32.5,-1,2
1,1,49.0,1,0,584,56.9292,4,0
3,1,39.0,0,0,519,24.15,-1,2
2,1,18.0,0,0,621,73.5,-1,2
3,1,30.5,0,0,427,8.05,-1,2
2,0,24.0,0,0,160,13.0,-1,2
3,1,19.0,0,0,420,14.5,-1,2
2,1,18.0,0,0,118,11.5,-1,2
3,1,27.0,0,0,338,6.975,-1,2
3,1,20.0,1,1,187,15.7417,-1,0
1,0,14.0,1,2,33,120.0,47,2
3,1,47.0,0,0,532,7.25,-1,2
2,1,16.0,0,0,139,26.0,-1,2
3,1,26.0,0,0,323,7.775,-1,2
3,1,21.0,0,0,401,7.7958,-1,2
1,0,44.0,0,1,7,57.9792,17,0
1,0,21.0,2,2,602,262.375,35,0
3,0,63.0,0,0,489,9.5875,-1,2
1,0,24.0,0,0,581,69.3,24,0
1,0,47.0,1,1,54,52.5542,102,2
3,1,25.0,0,0,574,0.0,-1,2
3,1,36.0,1,1,307,24.15,-1,2
3,1,32.0,0,0,644,8.05,115,2
1,0,19.0,0,0,14,30.0,30,2
3,1,28.0,0,0,314,9.5,-1,2
3,1,26.0,0,0,292,8.05,-1,2
3,1,17.0,0,0,261,8.6625,-1,2
3,1,11.0,0,0,216,18.7875,-1,0
3,1,27.0,0,0,269,8.6625,-1,2
3,1,32.0,0,0,661,7.925,-1,2
1,0,33.0,1,0,51,53.1,137,2
3,1,34.0,0,0,429,8.05,-1,2
3,1,28.0,0,0,542,22.525,-1,2
3,1,19.0,0,0,372,10.1708,-1,2
3,1,37.0,2,0,245,7.925,-1,2
2,1,27.0,0,0,101,13.0,-1,2
3,1,33.0,1,1,423,20.525,-1,2
2,0,27.0,1,0,632,13.8583,-1,0
2,0,28.0,0,0,140,12.65,-1,2
1,0,35.0,1,0,49,53.1,55,2
2,1,52.0,0,0,156,13.5,-1,2
2,0,38.0,0,0,131,13.0,-1,2
3,1,4.0,4,2,333,31.275,-1,2
3,0,31.0,0,0,383,8.6833,-1,2
3,1,19.0,0,0,574,0.0,-1,2
3,0,22.0,0,0,508,10.5167,-1,2
2,0,25.0,1,1,133,30.0,-1,2
1,0,42.0,0,0,610,227.525,-1,0
2,1,42.0,0,0,147,13.0,-1,2
3,1,39.0,1,5,333,31.275,-1,2
1,0,16.0,0,1,7,57.9792,17,0
1,1,11.0,1,2,33,120.0,47,2
3,0,24.0,1,0,668,15.85,-1,2
3,1,31.0,0,0,662,7.925,-1,2
3,1,42.0,0,0,346,7.65,139,2
3,1,17.0,1,0,408,7.0542,-1,2
1,1,42.0,0,0,580,26.2875,120,2
3,1,23.0,0,0,503,9.225,-1,2
2,1,28.0,0,1,155,33.0,-1,2
1,1,39.0,0,0,12,0.0,11,2
3,0,22.0,0,0,464,7.75,-1,1
2,1,31.0,0,0,145,13.0,-1,2
