age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
47,4,167159,11,9,0,7,1,4,1,4650,0,40,39
23,4,224954,15,10,4,7,3,4,1,0,0,25,39
31,0,317761,9,13,4,0,1,4,1,0,0,40,39
34,5,186824,14,15,2,10,0,4,1,15024,0,40,39
50,4,194231,12,14,0,12,1,4,0,0,0,40,39
30,4,134737,15,10,4,1,3,4,1,0,0,45,39
42,7,455553,11,9,4,1,4,2,0,0,0,40,39
32,4,133861,9,13,4,4,1,4,1,13550,0,48,39
32,4,191777,12,14,4,1,1,2,0,0,0,40,39
39,5,126675,15,10,2,10,0,4,1,0,0,25,39
47,1,220269,15,10,2,6,0,4,1,0,0,40,39
32,4,213179,15,10,0,3,3,4,1,0,0,40,39
40,4,329924,11,9,5,6,1,2,1,0,0,30,39
38,2,256864,8,11,2,4,0,4,1,0,0,40,39
26,4,159897,15,10,4,4,4,2,0,0,0,40,39
37,4,179731,11,9,4,8,4,4,0,0,0,35,39
50,4,107265,11,9,2,14,0,4,1,0,0,50,39
31,2,151726,7,12,4,1,3,0,0,0,0,40,39
55,4,305759,11,9,0,8,1,4,1,0,0,40,0
46,4,105444,9,13,2,4,0,4,1,0,0,50,39
53,6,34973,15,10,2,5,0,4,1,0,0,45,39
33,7,913447,15,10,0,8,4,2,0,0,0,40,39
38,4,179579,11,9,4,10,1,4,1,0,0,40,39
61,4,219886,15,10,2,13,5,4,0,0,0,40,39
25,4,274228,11,9,2,13,0,4,1,0,0,84,39
30,4,303867,11,9,5,14,1,4,1,0,0,44,39
46,4,188293,11,9,0,1,1,4,0,0,0,40,39
54,4,155408,11,9,6,6,4,4,0,0,0,40,39
24,4,310380,15,10,3,1,3,2,0,0,0,45,39
24,4,145964,9,13,4,4,4,4,1,0,0,40,39
26,4,192208,11,9,4,11,1,2,0,0,0,32,39
37,0,223732,15,10,5,0,4,4,1,0,0,40,39
19,4,181546,15,10,4,1,3,4,0,0,0,40,39
34,6,289731,1,7,2,7,0,4,1,0,0,40,39
34,6,349148,15,10,2,3,0,4,1,0,0,40,39
26,4,165510,9,13,4,5,3,4,1,0,0,40,39
47,4,268022,11,9,2,14,0,4,1,0,0,55,39
20,4,219122,15,10,4,8,1,4,1,0,0,40,39
21,7,184678,15,10,4,1,3,4,0,0,0,35,39
41,4,106900,9,13,2,13,0,4,1,0,0,38,39
28,4,158737,2,8,2,7,2,3,1,0,0,40,7
59,4,121912,15,10,2,4,0,4,1,0,0,40,39
36,4,75826,9,13,0,1,4,4,0,0,0,40,39
23,4,162945,5,4,4,8,3,4,1,0,0,35,39
42,2,175674,6,5,2,8,0,4,1,0,0,40,39
20,4,204226,1,7,4,8,3,4,0,0,0,40,39
57,2,190747,6,5,2,8,0,4,1,0,0,40,39
49,4,195554,11,9,2,14,0,4,1,0,0,44,39
23,0,99399,15,10,4,0,4,0,0,0,0,25,39
48,4,240629,11,9,0,14,1,4,1,0,0,65,39
34,4,399386,8,11,2,3,0,4,1,0,0,53,39
23,4,218782,0,6,4,6,2,3,1,0,0,40,39
24,4,206008,7,12,4,10,3,2,1,0,0,20,39
22,4,401690,15,10,4,12,3,4,0,0,0,20,26
34,4,159322,9,13,2,4,0,4,1,0,0,50,39
35,2,182570,7,12,2,11,0,4,1,0,0,40,39
65,4,95303,11,9,2,4,0,4,1,0,0,40,39
39,4,188391,11,9,2,3,0,4,1,7298,0,50,39
28,4,249362,1,7,2,14,0,4,1,0,0,50,39
46,4,220269,15,10,2,13,0,4,1,0,0,40,39
24,4,228772,4,3,4,7,2,4,0,0,0,40,26
34,5,80249,15,10,2,5,0,4,1,0,0,72,39
25,4,176836,15,10,4,4,1,4,0,0,0,60,39
55,6,170166,9,13,2,4,5,4,0,0,0,25,39
25,4,178037,11,9,2,14,0,4,1,0,0,40,39
31,4,101562,11,9,2,7,5,4,0,0,0,55,39
55,5,182273,15,10,2,12,0,4,1,0,0,40,39
21,4,184543,8,11,4,1,1,4,0,0,0,40,39
30,0,108464,15,10,2,0,0,4,1,0,0,40,39
25,4,169100,12,14,2,4,0,4,1,0,0,40,39
41,4,174575,11,9,2,14,0,4,1,0,1887,45,39
29,4,175738,9,13,4,4,1,4,0,0,0,45,39
30,4,54608,15,10,2,7,0,4,1,0,0,48,39
29,4,261375,11,9,4,1,3,2,0,0,0,60,39
24,4,295763,9,13,4,4,3,4,0,0,0,50,39
56,7,175057,9,13,2,4,0,4,1,0,0,40,39
33,4,275632,11,9,2,14,0,4,1,0,0,40,39
36,4,117073,11,9,4,3,3,4,1,0,0,40,39
42,4,76487,11,9,2,1,0,4,1,0,0,45,39
36,4,111268,7,12,0,12,4,4,0,0,0,40,39
52,4,108914,11,9,2,12,0,4,1,0,0,40,39
44,5,37997,11,9,2,5,0,4,1,0,0,60,39
21,4,202214,11,9,4,7,1,4,0,0,0,40,39
59,4,81929,10,16,2,10,0,4,1,0,2415,45,39
49,4,126754,9,13,4,4,1,4,1,0,0,45,39
55,4,23789,11,9,0,4,1,4,0,0,0,40,39
28,4,335357,11,9,4,6,3,2,1,0,0,40,39
43,4,207685,11,9,2,7,0,4,1,0,0,40,39
66,4,263637,0,6,2,11,0,4,1,0,0,40,39
46,4,173243,11,9,2,3,0,4,1,0,0,40,39
43,2,598995,9,13,0,10,4,2,0,0,0,42,39
43,4,76460,11,9,4,1,1,4,0,0,0,40,39
38,4,224566,8,11,2,6,0,4,1,0,0,50,39
55,4,102058,9,13,2,4,0,4,1,0,0,50,39
20,7,178628,15,10,4,1,3,4,1,0,0,40,39
51,4,123429,7,12,0,13,1,4,1,0,0,30,39
47,4,341762,11,9,4,1,1,4,1,0,0,33,39
51,4,102904,11,9,0,12,4,4,0,0,0,43,39
30,4,143526,9,13,4,12,3,4,1,0,0,40,39
20,6,211466,11,9,4,14,3,4,1,0,0,80,39
50,6,105010,11,9,2,5,0,4,1,0,2051,20,39
34,4,105493,12,14,0,10,4,4,0,0,0,40,39
63,4,158609,8,11,6,1,4,4,0,0,0,8,39
24,4,187551,15,10,4,1,3,2,0,0,0,20,39
19,4,258633,15,10,4,8,1,4,0,0,0,30,39
40,7,345969,7,12,2,1,0,4,1,0,0,40,39
59,2,165695,15,10,2,3,0,4,1,0,0,40,39
23,4,163090,7,12,4,12,3,4,1,0,0,20,39
30,4,154587,11,9,4,8,1,4,1,0,0,40,33
23,4,148709,11,9,5,6,2,4,0,0,0,40,39
54,4,146834,11,9,0,14,1,4,1,0,0,45,39
31,4,194293,15,10,4,1,1,4,0,2463,0,38,39
20,4,71475,15,10,4,1,3,4,0,0,0,40,39
45,4,371886,9,13,4,10,1,4,1,0,0,46,39
54,4,457237,12,14,2,12,0,4,1,0,0,40,39
48,4,355978,12,14,2,4,0,4,1,0,0,40,39
36,4,526968,0,6,0,4,4,4,0,0,0,40,39
43,7,24763,12,14,2,10,0,4,1,0,1887,45,39
22,4,263670,11,9,4,8,3,2,1,0,0,80,39
48,4,344415,9,13,3,10,1,4,1,0,0,37,39
41,7,365986,11,9,0,11,1,4,1,0,0,40,39
52,4,301229,8,11,5,12,4,4,0,0,0,40,39
21,4,452640,11,9,4,3,1,4,1,0,0,40,39
44,4,222434,11,9,0,7,3,4,1,0,0,40,39
48,4,175925,11,9,2,7,0,4,1,0,0,48,39
40,0,397346,7,12,0,0,1,4,1,0,0,40,39
52,4,311931,4,3,2,12,5,4,0,0,0,15,8
40,4,29927,11,9,0,1,4,4,0,0,0,45,9
32,4,213887,15,10,0,7,4,4,1,0,0,45,39
22,4,188569,15,10,4,1,1,4,0,0,0,20,39
49,1,195437,7,12,2,1,0,4,1,0,0,60,39
35,6,115618,11,9,0,12,1,4,1,0,0,50,39
27,4,115831,15,10,2,8,0,4,1,0,0,40,39
30,4,399522,1,7,3,6,4,4,0,0,0,40,39
42,4,340885,11,9,0,5,1,4,1,0,0,44,39
30,4,366065,15,10,4,3,4,2,1,0,0,40,39
43,4,219424,9,13,4,4,1,2,0,0,0,50,39
47,4,227310,15,10,0,1,4,2,0,0,0,40,39
37,6,107737,11,9,2,3,0,4,1,0,0,45,39
22,4,187052,11,9,4,1,3,4,0,0,0,40,39
58,4,205410,11,9,2,3,0,4,1,0,0,40,39
57,4,140426,10,16,2,13,0,4,1,0,1977,40,11
45,7,81853,15,10,2,1,5,1,0,0,0,40,39
44,0,268804,11,9,2,0,0,2,1,0,0,30,39
24,1,191073,11,9,4,2,3,4,1,0,0,40,39
43,2,330174,11,9,2,3,0,4,1,0,0,40,39
32,4,207113,0,6,0,3,4,4,1,0,0,40,39
40,5,344060,14,15,2,10,0,4,1,0,0,50,39
34,6,250182,1,7,2,14,0,4,1,0,0,60,39
47,6,208407,9,13,2,10,0,4,1,0,2002,30,39
38,2,73715,15,10,2,11,0,4,1,0,0,60,39
24,4,89347,1,7,4,7,1,4,0,0,0,40,39
40,5,132222,11,9,2,4,0,4,1,0,0,40,39
33,4,182401,0,6,4,1,1,2,1,0,0,40,39
64,0,159938,11,9,0,0,1,4,1,8614,0,40,39
44,6,445382,15,10,0,8,4,4,1,0,0,40,39
53,4,194259,15,10,2,1,5,4,0,4386,0,40,39
40,4,145160,15,10,2,7,0,4,1,0,0,43,39
47,6,107231,7,12,2,3,0,4,1,0,1672,65,39
37,4,242713,2,8,5,9,4,2,0,0,0,40,39
19,4,130431,4,3,4,5,1,4,1,0,0,36,26
37,4,111128,1,7,4,7,1,4,1,0,0,40,39
30,2,311913,11,9,2,1,5,4,0,0,0,40,39
23,4,85088,15,10,4,8,3,4,0,0,0,37,39
37,7,367237,8,11,4,10,1,4,1,8614,0,40,39
53,4,127671,5,4,2,7,0,4,1,0,0,40,39
44,4,115323,12,14,2,4,0,4,1,0,0,40,39
28,6,254989,1,7,4,12,3,4,1,0,0,40,39
22,4,321031,11,9,4,12,3,2,0,0,0,40,39
24,4,204935,12,14,4,1,1,4,1,0,0,56,39
26,4,179569,15,10,4,1,1,4,0,0,0,40,39
45,4,26781,11,9,2,10,0,0,1,0,0,8,39
54,6,136224,12,14,0,10,1,4,0,0,0,30,39
61,4,298400,9,13,0,12,1,2,1,4787,0,48,39
43,4,212894,11,9,0,3,2,4,1,0,0,40,39
39,4,183898,7,12,2,3,0,4,1,7688,0,60,11
20,0,137300,11,9,4,0,2,4,0,0,0,35,39
20,4,190457,11,9,4,8,3,4,0,0,0,30,39
55,0,193895,5,4,0,0,4,4,0,0,0,40,39
31,4,332379,11,9,4,7,1,4,1,0,0,40,39
47,7,469907,7,12,2,11,0,4,1,0,1740,40,39
21,4,118693,15,10,4,6,3,4,1,0,0,40,39
58,6,204021,11,9,6,4,1,4,1,0,0,50,39
51,4,135190,5,4,5,7,1,2,0,0,0,30,39
28,4,346406,11,9,2,7,0,4,1,0,1672,50,39
19,4,181020,1,7,4,6,2,4,1,0,0,30,39
34,4,347166,15,10,2,1,0,4,1,0,0,40,39
37,4,52221,1,7,2,14,0,4,1,0,0,40,39
27,4,210313,11,9,2,12,0,4,1,0,0,50,13
59,0,120617,15,10,4,0,1,2,0,0,0,40,39
36,4,105138,11,9,0,14,1,4,1,0,0,50,39
40,4,124747,11,9,2,3,5,4,0,7298,0,40,39
54,4,377701,11,9,2,8,0,4,1,0,0,32,26
44,4,307468,14,15,2,10,0,4,1,0,0,29,39
30,4,176410,8,11,2,10,3,4,0,7298,0,16,39
60,0,24215,0,6,0,0,1,0,0,0,0,10,39
77,5,155761,15,10,2,12,0,4,1,0,0,8,39
24,4,194604,9,13,4,12,3,4,0,0,0,15,39
33,4,91964,15,10,4,1,4,4,1,0,0,40,39
43,4,117158,15,10,2,3,0,4,1,0,0,45,39
29,4,105694,11,9,2,6,0,4,1,0,0,42,39
42,6,178780,12,14,2,4,0,4,1,0,0,50,39
29,4,286452,7,12,0,12,4,4,0,3418,0,40,39
23,4,114357,11,9,4,13,3,4,1,0,0,50,39
58,6,87510,0,6,2,3,0,4,1,0,0,40,39
43,2,247514,12,14,0,10,4,4,1,0,0,40,39
32,2,127651,11,9,2,3,0,4,1,0,0,40,39
30,4,144064,11,9,2,4,0,4,1,0,0,62,39
37,0,102541,8,11,2,0,5,0,0,0,0,40,39
37,2,117760,8,11,4,11,1,4,1,4650,0,40,39
51,4,106728,9,13,2,4,0,4,1,5178,0,60,39
51,4,128272,15,10,2,4,0,4,1,0,0,40,39
31,4,35378,15,10,0,1,1,4,0,0,0,45,39
34,4,115858,11,9,0,1,3,4,0,0,0,40,39
19,0,234519,15,10,4,0,3,4,1,0,0,35,39
36,4,174717,9,13,2,10,0,4,1,7688,0,40,39
31,7,33308,8,11,2,3,0,4,1,0,0,40,39
32,4,51150,8,11,0,1,4,4,0,0,0,40,39
35,4,79050,11,9,4,14,4,2,1,0,0,72,39
21,4,191444,1,7,4,5,4,4,1,0,0,40,39
53,4,96062,15,10,2,4,0,4,1,0,1740,40,39
26,2,242464,11,9,2,11,0,4,1,3103,0,40,39
35,4,32528,11,9,2,6,0,4,1,0,0,45,39
31,4,87054,11,9,2,3,0,4,1,0,0,50,39
37,4,215392,9,13,0,10,1,4,0,0,0,40,39
65,4,149131,1,7,0,7,2,4,1,0,0,40,39
73,4,199362,11,9,2,8,0,4,1,0,0,30,39
29,4,57889,9,13,2,12,0,4,1,0,0,45,39
35,4,328466,6,5,2,8,0,4,1,0,0,40,26
67,0,174995,15,10,2,0,0,4,1,0,2457,40,39
33,4,259301,15,10,2,14,0,4,1,0,0,41,39
45,4,192835,9,13,2,4,0,4,1,0,1977,55,39
20,0,25139,15,10,4,0,3,4,0,0,0,40,39
65,5,208452,15,10,2,12,0,4,1,0,0,35,39
37,6,180477,11,9,2,3,0,4,1,0,0,47,39
36,4,231052,11,9,5,8,4,2,0,0,0,35,39
49,4,225454,7,12,2,10,0,4,1,0,0,45,39
54,4,398212,11,9,2,14,0,2,1,5013,0,40,39
49,7,269417,10,16,4,4,1,4,0,0,2258,50,39
51,6,165001,12,14,0,4,4,4,1,25236,0,50,39
22,4,194829,9,13,4,4,1,4,1,0,0,30,39
44,4,104196,12,14,2,4,0,4,1,0,0,45,39
22,4,110200,9,13,4,10,1,4,1,0,0,40,39
54,4,235693,1,7,0,1,1,4,1,0,0,40,39
42,4,247695,11,9,2,7,0,4,1,0,0,45,39
38,4,278924,9,13,4,5,1,4,1,0,0,40,39
67,4,318533,11,9,2,1,0,4,1,0,0,35,39
31,4,327825,11,9,5,7,4,4,0,0,2238,40,39
43,4,373403,8,11,2,3,0,4,1,0,0,40,39
39,1,103984,9,13,0,4,4,2,0,0,0,40,39
62,4,210464,11,9,4,8,2,2,0,0,0,38,39
76,0,211453,11,9,6,0,1,2,0,0,0,2,39
17,4,112291,1,7,4,6,3,4,1,0,0,12,39
33,4,204829,11,9,0,14,1,4,1,0,0,45,39
24,4,203518,9,13,4,10,1,4,0,0,0,40,39
28,4,37359,8,11,2,10,0,4,1,99999,0,50,39
53,2,137250,12,14,6,10,4,2,0,0,1669,35,39
33,4,379798,11,9,2,3,0,4,1,0,0,40,39
34,4,424988,11,9,2,3,0,4,1,0,0,45,39
32,5,108467,9,13,4,4,1,4,1,0,0,55,39
43,4,456236,12,14,2,4,0,4,1,0,0,50,39
36,0,205396,11,9,6,0,1,4,0,0,0,4,39
44,4,163331,15,10,6,1,4,4,0,0,0,32,39
47,2,149700,12,14,2,10,0,4,1,15024,0,35,39
38,4,266645,12,14,2,4,0,4,1,0,0,60,39
48,7,148306,12,14,0,10,4,4,0,0,0,40,39
56,4,437727,6,5,2,12,0,4,1,0,0,40,39
43,4,120277,11,9,2,3,0,4,1,0,0,40,39
18,4,123343,1,7,4,12,1,4,0,0,0,30,39
65,0,52728,15,10,2,0,0,4,1,0,0,40,39
28,0,198393,11,9,4,0,1,2,0,0,0,40,39
30,4,343699,11,9,0,3,4,4,0,0,0,40,39
27,4,267325,11,9,2,12,5,4,0,3464,0,40,39
50,4,202296,8,11,5,10,4,4,0,0,0,40,39
57,4,236944,11,9,2,7,0,2,1,0,0,40,39
42,4,210525,12,14,4,4,1,4,1,0,0,40,39
18,4,251923,1,7,4,12,3,4,0,0,0,15,39
22,4,177125,15,10,4,1,1,4,1,0,0,50,39
37,6,164526,10,16,4,10,1,4,1,14084,0,45,39
59,6,178353,11,9,2,4,0,4,1,0,0,50,39
44,4,128354,12,14,0,4,4,4,0,0,0,40,39
29,4,151382,8,11,0,6,4,4,1,0,0,50,39
41,4,113823,9,13,0,8,1,4,1,0,0,40,39
36,2,127772,9,13,0,10,4,4,1,0,0,40,39
41,4,119721,11,9,2,13,0,4,1,0,0,40,39
42,7,138162,15,10,0,1,3,4,1,0,0,40,39
26,4,136226,11,9,4,3,3,4,1,0,0,40,39
56,4,105363,9,13,2,4,0,4,1,4508,0,40,39
48,4,255439,15,10,4,6,1,4,1,0,0,40,39
27,4,295289,15,10,4,8,3,2,0,0,0,30,39
17,4,150262,1,7,4,12,3,4,0,0,0,20,39
46,4,166003,1,7,2,7,0,4,1,0,0,40,39
42,2,201723,15,10,4,3,1,4,1,0,0,40,39
49,2,34021,9,13,4,10,3,4,0,0,0,50,39
30,7,361497,9,13,2,11,0,4,1,0,0,72,39
25,4,76144,11,9,4,4,1,4,1,0,0,50,39
34,4,346034,2,8,3,6,4,4,1,0,0,35,26
27,4,211032,13,1,2,5,2,4,1,41310,0,24,26
19,7,431745,1,7,4,8,3,4,1,0,0,30,39
37,2,239161,15,10,5,11,3,3,1,0,0,52,39
42,4,178537,11,9,4,8,1,4,0,0,0,24,39
40,6,107762,9,13,2,4,0,4,1,0,0,45,39
22,4,237498,11,9,4,8,3,4,1,0,0,40,39
33,4,106670,9,13,2,10,5,4,0,0,0,40,39
49,5,102771,9,13,2,12,0,4,1,0,0,52,39
34,2,210164,15,10,2,3,0,4,1,0,1740,40,39
30,4,95299,11,9,2,7,0,1,1,0,0,40,40
58,4,314092,8,11,2,3,0,4,1,0,1887,48,39
57,5,159028,14,15,2,10,0,4,1,99999,0,60,39
43,1,287008,12,14,2,11,0,4,1,0,0,35,39
56,4,267652,9,13,2,3,0,4,1,0,0,40,39
57,4,24384,5,4,6,8,1,4,0,0,0,10,39
29,4,49087,9,13,4,10,1,4,1,0,0,50,39
54,4,337992,9,13,2,4,0,1,1,0,0,50,24
55,2,177163,12,14,6,10,4,4,0,914,0,50,39
52,4,145879,15,10,2,12,0,4,1,0,0,65,39
81,4,100675,3,2,2,10,0,4,1,0,0,15,31
43,4,341358,8,11,2,12,0,4,1,0,0,40,39
33,4,111567,12,14,2,4,0,4,1,0,1902,45,11
45,4,166636,11,9,0,8,2,2,0,0,0,35,39
28,4,469864,9,13,4,10,1,2,1,0,0,40,39
25,4,391192,8,11,4,3,3,4,1,0,0,40,39
43,2,106982,9,13,5,10,4,4,0,0,0,40,39
30,4,101266,11,9,2,11,0,4,1,0,0,40,39
67,6,191380,14,15,2,10,0,4,1,20051,0,25,39
26,4,197967,11,9,2,12,0,4,1,0,0,65,39
19,0,233779,15,10,4,0,3,4,1,0,0,60,39
27,4,151382,5,4,0,7,4,4,1,0,974,40,39
24,4,168997,15,10,2,3,0,4,1,0,0,40,39
45,2,166181,11,9,0,8,3,2,0,0,0,40,39
33,4,166961,1,7,5,12,3,4,0,0,0,20,39
43,4,274363,9,13,2,4,0,4,1,0,1902,40,9
25,4,132749,1,7,0,8,4,4,0,0,0,12,39
36,4,32958,15,10,5,1,2,4,0,0,0,40,39
19,4,229431,15,10,4,10,3,4,1,0,0,11,39
33,4,25610,7,12,2,12,0,3,1,0,0,40,24
47,2,216657,12,14,4,10,1,4,1,0,0,35,39
55,4,115439,14,15,2,4,0,4,1,99999,0,40,39
48,4,182862,15,10,2,3,0,4,1,0,0,40,39
21,4,166517,11,9,4,3,3,4,1,0,0,40,39
44,4,151294,15,10,6,12,1,4,0,0,0,25,39
67,0,81761,12,14,2,0,0,4,1,0,0,2,39
68,0,186266,11,9,2,0,5,4,0,0,0,8,39
26,4,98155,11,9,1,12,0,4,1,0,0,55,39
62,4,167652,8,11,0,12,1,4,0,0,0,40,39
29,4,31360,15,10,4,5,3,4,1,0,0,40,39
41,7,180272,12,14,4,10,3,4,0,0,0,35,39
50,2,234143,12,14,2,4,0,2,1,0,0,45,39
24,4,278130,9,13,4,10,1,4,1,0,0,40,39
29,4,157262,12,14,4,4,1,4,0,0,0,45,39
37,4,99146,9,13,2,4,0,4,1,0,1977,50,39
26,4,256000,14,15,2,10,0,4,1,99999,0,60,39
31,4,186144,5,4,4,7,1,3,0,0,0,40,26
23,4,51985,11,9,4,14,1,4,1,0,0,38,39
22,4,94662,8,11,4,3,1,4,1,0,0,44,39
58,6,61474,11,9,2,12,0,4,1,0,0,55,39
42,4,184105,15,10,4,5,1,4,1,0,0,28,39
25,4,185952,12,14,4,10,1,4,1,0,0,30,39
48,4,176026,11,9,2,7,0,4,1,0,0,40,39
25,4,182866,11,9,4,6,3,4,1,0,0,40,39
24,6,81145,15,10,4,8,1,4,0,0,0,75,39
