age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
55,1,189822,8,10,0,12,2,4,0,12766,-18,18,-8
22,6,73735,11,12,3,5,3,4,1,3,1779,41,23
72,6,50366,11,5,3,5,0,2,1,-40,13,39,39
21,6,57692,7,9,2,14,0,4,0,2125,22,41,27
29,6,106319,13,7,5,0,3,4,1,36392,1785,50,39
66,6,313717,9,12,4,5,4,4,1,26639,1937,40,39
44,4,48987,13,8,5,12,3,4,1,15856,-12,40,39
27,8,203468,12,9,2,1,1,4,1,7737,4,43,39
23,4,229489,15,9,2,0,4,4,0,10754,2,75,-1
33,-2,130238,11,11,6,11,3,1,0,14186,1848,39,39
25,9,73461,11,1,2,14,1,3,0,5668,28,41,39
54,7,237901,9,7,4,13,3,4,1,1601,1612,53,39
36,6,60571,9,11,2,1,4,4,0,96,-18,50,17
53,4,238133,8,9,0,4,0,4,1,2869,-12,40,6
17,6,147116,9,11,4,3,1,4,0,12300,2733,56,8
41,0,254918,15,10,2,13,5,2,1,-54,22,39,-4
70,1,64836,12,8,6,5,1,0,1,93,-6,39,-4
80,0,179225,11,10,0,7,0,4,0,20,-26,40,39
49,4,375755,15,15,2,3,1,4,0,2667,24,26,31
43,-2,82212,9,9,2,2,5,2,1,12767,1386,45,39
31,-1,148931,9,9,2,14,1,1,0,100,8,39,30
46,4,154385,11,10,6,2,3,1,0,7868,-9,38,39
36,4,322098,11,10,6,10,4,4,1,-16,1783,45,37
25,5,139687,11,13,4,14,1,4,1,7355,2604,30,39
38,5,210267,12,6,2,2,2,4,0,18946,9,49,2
43,2,326158,11,11,3,13,3,1,1,29,-20,48,7
17,5,174089,9,10,2,14,5,2,0,4315,20,1,14
50,-1,132171,15,14,2,9,1,4,1,30,2,6,39
28,-2,249074,14,10,2,1,1,4,1,10202,22,4,39
56,-2,95651,9,9,3,1,1,4,0,16164,2207,31,23
42,4,101441,11,6,0,3,6,4,1,7919,-24,37,39
41,6,166463,9,6,2,1,4,4,0,-7,27,47,-3
43,4,237851,10,11,6,8,0,4,1,-8428,2146,28,40
38,5,154743,-1,12,2,7,4,4,1,8975,-6,43,38
53,4,57863,9,10,2,5,2,4,0,14536,2061,39,9
63,5,87973,15,9,1,1,1,4,1,-2426,7,40,31
60,4,287914,15,10,2,11,1,1,0,5672,-14,28,39
66,4,440816,11,10,2,10,4,2,0,137,8,54,39
76,4,24188,16,5,6,1,0,0,1,2936,-17,41,39
55,5,77476,9,5,4,2,5,4,1,23063,2,45,39
69,5,82794,-3,12,0,10,3,1,0,8962,-17,24,3
35,6,58049,9,2,2,12,4,4,1,30425,5,40,25
18,5,37405,9,3,2,2,1,4,1,5276,-11,25,29
71,1,62308,6,12,5,11,3,4,1,7607,1996,35,13
30,8,202812,9,8,2,1,3,2,0,26306,-5,40,39
65,1,140163,9,10,1,11,0,4,1,27507,16,10,35
60,4,679419,9,10,0,13,1,-1,1,-166,6,39,33
29,4,108526,9,5,2,1,0,3,0,-213,-23,49,11
53,4,242648,11,6,6,5,3,4,1,-27,-36,46,39
66,2,200917,9,11,4,12,0,4,1,-88,1454,24,39
83,4,786399,16,9,6,2,5,4,0,854,-24,17,39
58,7,179507,14,10,2,14,0,1,1,-1708,9,40,30
51,4,317381,-1,9,6,1,0,4,1,2676,7,39,17
43,3,34044,13,4,4,2,0,2,1,24007,19,45,33
17,-1,189582,11,9,0,5,5,4,0,108,0,19,38
19,4,86131,9,10,2,0,3,2,1,198,11,99,40
17,4,33047,6,4,2,1,0,4,1,14,2057,35,39
54,2,662471,9,10,3,11,0,4,1,24296,4,39,25
70,-2,81660,16,12,6,1,1,0,1,18745,13,46,15
40,0,148061,3,10,4,14,0,4,1,-447,32,39,39
31,4,249805,16,10,4,9,2,2,1,9579,25,13,39
41,6,111289,9,5,2,13,3,4,1,4499,18,45,33
67,-1,253865,11,7,2,14,1,4,1,4248,13,45,39
66,-2,179094,9,12,4,13,1,4,1,-450,19,43,41
61,4,293806,11,8,0,1,0,1,1,7928,12,9,24
71,4,195450,11,9,2,1,4,2,1,73,-18,24,-1
34,-1,194225,16,9,2,8,3,2,1,13426,1315,15,21
68,4,89939,-2,10,6,5,0,2,1,-15,1174,41,38
74,5,224785,9,11,2,0,2,4,1,5279,12,22,39
62,4,91957,8,14,3,8,3,4,1,-73,-4,39,1
17,2,523795,11,6,2,13,5,4,0,1613,3,45,39
66,4,146698,9,10,4,0,1,4,1,-27,20,18,33
68,5,115257,9,9,2,3,5,4,1,5344,-3,27,-1
58,5,113530,11,5,2,6,1,2,0,-61,1680,67,39
52,4,79940,12,15,6,0,4,3,0,26776,-3,42,11
49,4,49230,12,16,0,0,5,4,1,137,-8,117,22
62,4,186290,9,10,6,6,3,4,1,-34,33,40,38
34,4,117323,11,11,0,4,1,1,0,42,2020,46,20
84,4,253122,14,10,4,6,4,4,0,-1,-22,26,17
38,4,303017,6,5,0,1,3,2,1,87,20,39,33
53,1,129401,9,13,2,6,4,1,1,16260,-6,26,38
50,4,126364,3,9,0,14,1,4,1,75,-7,38,39
57,4,108027,15,3,0,12,4,4,1,93,6,39,39
47,-2,206901,9,9,2,14,3,4,1,-129,21,16,39
20,4,44440,11,8,6,6,4,4,1,159,20,7,39
34,5,117521,9,9,4,1,0,4,0,-150,8,62,39
52,4,180552,8,10,4,1,5,4,1,294,-13,2,27
27,-1,170999,9,12,6,11,4,4,1,22255,2613,4,38
25,4,1184738,9,9,4,10,0,4,0,16879,18,9,40
55,4,415131,12,11,5,0,2,4,1,6896,1195,41,39
48,4,303244,14,12,4,1,1,2,1,38,31,43,37
17,3,47710,15,15,6,7,1,3,1,-201,-10,41,39
36,1,856294,12,10,2,10,3,4,1,38767,-5,46,39
61,1,135224,9,5,4,13,3,2,0,6914,2550,26,30
52,5,181357,9,14,2,6,2,4,1,-43,-26,63,39
29,7,229160,8,9,2,7,3,4,1,86,-16,45,17
28,7,47518,9,9,6,10,1,4,0,19564,0,46,39
72,-2,84369,15,10,0,4,5,4,1,10967,1852,51,39
45,4,374765,12,9,2,14,4,4,0,-66,-6,28,27
61,4,231072,1,10,2,14,2,0,1,2135,36,39,39
33,4,156754,14,9,1,9,3,1,1,4624,17,40,-7
44,4,346160,11,3,6,0,2,4,1,-207,13,37,31
88,4,356442,14,11,1,11,1,2,1,8397,-12,-3,39
57,4,199565,1,5,2,0,4,0,1,-6,1491,49,39
74,5,216503,6,9,0,2,4,-1,1,19952,26,27,39
47,5,1072979,8,10,6,9,1,4,0,-6974,1,40,39
49,3,85587,4,12,2,8,1,4,1,-149,-1,46,39
47,2,81657,15,10,0,2,1,4,0,10533,1677,39,21
54,-1,343780,9,9,6,12,1,4,1,-1627,-32,25,39
39,5,38832,9,11,6,0,4,4,0,-942,-4,41,39
31,-1,159084,11,6,4,3,4,4,0,14544,-23,44,39
45,4,77576,9,11,6,14,4,3,1,5862,1890,31,39
20,4,49842,15,9,2,7,4,4,1,15656,-4,13,39
39,8,86565,8,9,2,7,0,4,1,20937,-13,41,39
55,7,55333,9,11,6,14,5,1,1,-36,18,41,39
64,4,461522,12,10,2,1,1,4,1,17394,24,49,38
20,4,372552,11,9,6,13,0,4,0,8474,2460,34,22
33,1,392764,11,9,2,4,6,4,0,-230,-15,48,39
63,5,316652,14,8,4,0,5,4,1,-166,27,26,39
57,4,72412,11,11,4,11,2,0,1,-138,-4,52,39
52,2,84885,11,7,3,3,4,4,0,60,3,30,43
37,4,87256,11,10,4,14,0,4,1,14566,14,39,33
35,0,394399,15,10,4,10,4,1,1,7370,1,50,39
26,6,184534,4,12,2,3,2,1,0,10695,19,40,19
52,2,149714,2,10,6,11,2,4,1,1951,-4,36,1
43,5,276111,11,12,4,1,4,4,1,-2459,-2,77,39
47,0,326432,15,5,2,14,2,4,1,12179,2391,42,34
18,5,213031,9,10,6,7,6,4,1,2024,4,51,32
32,4,135554,9,7,6,14,4,4,1,72,-13,39,39
19,2,236135,13,8,3,6,4,3,1,22319,-1,18,39
17,3,386702,9,1,2,4,3,1,1,13972,-5,38,5
24,5,65759,9,11,2,6,2,4,0,8805,-9,54,39
60,-2,282119,11,7,2,1,4,4,1,8915,-16,13,24
18,5,111956,11,4,2,5,1,4,0,10009,-1,47,15
61,6,112132,16,10,2,1,5,4,1,23456,1509,86,35
29,0,225351,11,7,2,4,5,4,0,234,36,41,43
19,4,181528,11,10,2,2,3,4,0,185,2217,39,29
78,4,148837,9,10,0,1,3,4,1,90,15,-1,46
64,-2,822635,4,11,2,1,0,4,0,40227,-15,40,-15
65,4,109370,9,8,0,0,1,2,1,11,-1,52,-5
74,4,45921,11,10,0,2,4,2,0,8587,-13,35,32
74,2,184117,16,7,4,14,1,1,1,8485,-11,47,39
17,-1,29435,15,9,3,1,0,3,1,65,2369,19,39
17,4,826271,8,9,2,4,2,4,1,4085,0,28,39
50,4,389275,11,13,6,0,1,3,1,12532,2347,26,32
56,5,370226,0,9,2,14,3,4,0,1652,18,45,21
18,0,201070,11,9,4,4,1,4,1,-93,-6,51,39
53,7,57812,-4,10,3,5,4,4,1,-121,1909,42,39
38,1,74527,4,9,2,0,1,4,1,13901,1,44,39
30,4,212132,11,7,2,3,4,4,1,-444,6,32,24
56,5,248071,15,9,2,14,0,1,1,6044,2861,46,30
68,0,25729,3,6,4,13,3,1,1,6037,-7,12,39
17,4,310831,10,13,0,7,5,4,1,9495,9,-1,35
20,4,45450,11,9,3,1,2,0,0,207,-7,41,39
68,-1,163484,15,11,2,14,3,4,0,-110,16,22,42
56,4,142335,11,12,0,1,3,4,0,6927,-2,40,39
17,4,22500,11,9,1,6,0,4,1,198,2140,45,38
65,0,878185,11,10,4,9,1,4,1,114,20,40,29
52,4,130369,-1,4,2,0,0,4,1,11887,-27,33,39
17,1,167466,15,10,4,2,4,1,1,5351,11,32,39
19,1,352335,16,8,4,1,1,4,1,7357,7,19,26
56,1,165088,11,8,2,2,4,4,1,7991,-1,55,21
28,6,530623,4,6,2,2,1,4,1,165,-18,10,34
21,4,168703,5,6,1,7,0,2,1,-47,-13,39,39
49,-2,722026,9,7,6,4,1,1,0,29,19,45,39
27,5,65377,12,2,4,2,2,4,1,27595,-7,33,18
31,5,91346,6,10,1,7,1,4,1,18713,9,41,39
52,4,140594,11,3,2,0,3,4,1,106,-17,40,39
40,4,177142,7,4,4,14,3,4,1,-200,5,13,39
50,4,221929,12,12,4,1,3,4,1,2225,-5,39,25
54,4,246450,9,9,6,1,1,4,0,1510,1768,50,39
53,4,155641,12,13,2,11,3,4,1,22,2154,0,23
57,0,3005513,15,9,2,13,5,4,1,1270,2,16,-8
72,0,126752,4,9,0,1,0,4,1,-15,2434,46,32
46,4,79306,9,10,6,13,0,4,1,16275,1932,11,-12
68,0,393413,15,9,4,3,0,4,1,121,1796,43,17
43,1,68513,10,10,6,12,5,4,0,183,-3,38,48
67,4,241112,15,10,4,10,2,4,0,-44,2573,63,39
21,2,457186,9,8,2,4,4,4,1,-87,-22,27,21
54,1,166636,15,3,2,5,1,4,1,28337,2056,27,39
58,6,273379,8,6,6,0,4,3,1,-163,2019,19,39
20,4,45297,12,8,0,9,4,3,0,16526,1498,53,38
40,2,203035,8,2,4,14,4,2,1,80,-13,39,39
65,0,114014,13,5,0,4,0,2,0,158,-6,27,44
74,4,275468,10,10,6,13,2,4,0,34010,-17,28,39
83,4,280547,8,10,2,1,4,4,1,41,1440,40,19
55,4,187145,11,12,2,2,1,4,1,-6083,28,41,38
43,4,152802,12,7,4,7,1,4,1,4825,2759,39,37
84,4,320540,6,10,2,10,1,1,1,-200,2407,41,19
22,6,177153,11,10,0,0,2,4,0,19948,-11,40,39
47,0,108547,9,7,6,2,0,2,1,-192,2049,36,35
66,4,128939,11,13,2,14,2,3,0,13166,26,39,39
49,1,14987,9,8,2,3,0,2,0,10400,7,44,39
41,4,169260,6,10,2,13,5,4,0,-37,-10,49,39
31,4,119209,8,9,4,2,1,4,1,2926,-23,24,39
24,4,78699,11,4,2,11,1,2,1,36648,-27,70,39
35,4,118351,12,12,4,13,3,1,1,30470,8,6,7
17,6,190057,15,9,2,6,1,4,0,2665,2382,45,18
64,5,15725,15,9,1,3,3,4,1,17,11,41,39
37,4,24525,9,10,2,10,3,0,1,43378,21,29,38
42,2,386343,9,10,2,13,2,4,0,39237,-1,50,-9
42,2,107483,11,9,0,5,4,2,1,7111,1463,51,17
43,2,194107,11,9,6,4,2,4,1,-73,1960,40,39
77,1,110902,15,10,4,2,1,1,0,-1869,1665,36,35
46,6,34400,15,5,2,1,0,4,1,194,1764,31,39
17,4,148984,9,15,6,8,3,2,1,10815,10,25,-9
49,4,126755,0,10,4,10,0,4,1,-266,21,2,13
51,4,376478,4,10,2,9,1,4,1,125,-15,1,14
42,5,163662,11,12,2,5,4,4,1,6286,7,5,46
18,4,163046,15,6,6,9,0,4,1,1281,2708,39,31
59,5,133667,14,11,2,5,0,1,1,-188,-8,-6,39
30,6,408640,8,9,2,6,4,3,1,-2586,-12,40,15
28,5,112037,14,9,2,11,2,4,1,10335,32,65,39
26,6,81161,16,7,4,14,2,4,1,2109,1963,37,39
29,6,166915,5,12,2,12,4,1,1,-162,20,40,39
51,4,58888,9,12,5,10,1,2,0,1300,12,38,29
18,4,97906,16,12,0,12,1,2,1,202,2,31,39
17,4,119797,12,11,2,5,0,4,1,6462,2,41,13
71,7,171494,9,6,0,2,1,4,1,-747,2471,27,-5
25,4,322376,15,11,4,13,0,4,1,21862,20,39,3
76,4,388669,15,13,6,11,3,4,0,5453,3,46,20
24,5,256410,9,10,5,2,1,4,0,-136,22,61,14
53,4,271290,11,9,2,11,3,4,1,23655,1755,60,39
17,4,165970,15,8,2,1,0,4,1,30682,28,7,39
30,2,26899,11,9,0,0,0,3,1,-32,-11,54,27
54,4,467519,15,12,3,2,0,4,0,248,0,49,39
43,4,105554,5,9,2,14,1,4,1,1395,-3,39,41
17,4,422317,11,11,2,2,2,0,1,20648,15,50,40
48,4,223390,11,12,3,7,5,1,0,0,31,39,39
17,6,143093,9,8,6,13,1,4,0,43,14,51,31
68,6,293927,9,10,0,6,5,4,1,-2326,-20,2,39
17,6,119598,-4,9,2,13,4,4,0,-102,0,35,38
37,4,95852,9,9,4,6,3,4,0,-173,2133,-2,29
38,7,324114,9,10,2,14,0,4,1,20,17,39,39
78,-1,350933,9,10,4,3,4,4,1,3198,-6,44,11
74,-3,247480,9,10,2,9,4,4,1,22451,1107,-1,29
44,-1,257054,15,8,3,1,3,4,1,23764,-8,47,39
70,2,64774,11,6,0,4,4,4,1,78,1827,47,20
72,4,226635,15,9,0,2,2,2,0,13786,-22,38,34
49,4,315432,9,10,2,5,0,-1,0,-11240,1601,39,39
57,4,277875,11,9,5,10,1,4,1,-140,-3,7,35
39,4,320457,15,7,2,14,1,1,1,1507,-9,39,40
41,1,56977,4,9,2,4,4,4,0,-3616,29,39,39
37,3,419855,12,10,1,3,4,4,1,-8,-4,12,39
42,-3,168307,-5,9,1,2,2,4,1,37,5,36,39
43,0,240427,14,9,2,14,0,1,1,8650,-12,12,39
44,4,264754,7,8,3,4,1,1,1,-134,-11,40,39
42,4,600188,13,13,0,8,5,4,1,24260,33,43,39
37,4,500960,11,2,2,1,0,4,1,11027,2,67,39
24,2,95957,15,10,2,1,1,4,1,18319,12,41,38
19,2,306362,10,10,4,4,1,4,1,-155,18,40,39
24,4,64485,15,16,2,0,3,0,1,-3132,2014,44,17
78,5,107784,15,11,2,13,0,4,1,-33,10,62,30
56,-2,100305,11,7,0,10,1,1,1,-319,-13,86,39
54,5,238508,6,13,2,12,1,4,1,46,9,39,39
33,4,157211,9,6,2,3,0,2,0,20014,8,59,39
81,4,66872,13,18,6,7,0,4,1,-1602,1670,45,2
79,1,100161,11,10,4,3,2,3,0,391,2300,30,40
21,4,194242,8,9,6,3,3,4,1,6947,2036,38,39
25,7,145663,15,3,2,12,0,4,1,3236,30,39,39
17,4,254743,11,6,3,11,5,3,1,16479,-11,40,30
40,2,175268,11,4,6,0,0,4,0,-32,-10,38,21
41,4,142876,15,11,2,2,3,4,1,19327,1185,39,32
72,6,143795,11,5,3,5,1,3,0,3709,1149,40,39
60,4,39064,15,15,0,8,2,4,1,26239,4,44,-6
49,4,222450,9,9,3,0,3,4,0,18169,2369,56,25
17,1,163862,15,10,2,3,4,4,0,27030,1279,39,22
63,2,252539,2,5,3,14,1,4,1,-139,2059,51,40
50,4,322354,9,3,6,1,3,2,1,10977,20,64,25
35,0,224745,15,8,4,1,1,0,0,7095,10,40,-2
51,1,723539,0,9,2,4,4,3,1,14986,-8,25,16
64,4,117437,12,8,2,2,4,3,0,3979,-2,30,39
32,8,80969,-1,10,0,10,2,4,0,-22,1591,31,39
35,8,313270,9,14,6,13,0,2,1,-56,21,39,16
82,1,156789,16,9,0,7,2,1,1,4592,-3,45,-6
44,4,211779,10,7,4,11,3,4,1,19837,14,48,1
60,1,133598,14,10,2,2,4,4,1,17696,25,39,39
43,5,284460,11,9,2,8,3,4,0,34392,33,39,-10
55,-2,165744,9,14,4,5,2,2,0,125,29,0,35
52,6,137735,12,9,6,2,0,4,0,14419,2044,49,34
35,1,243941,16,9,3,1,3,2,1,8507,22,63,39
20,9,167202,13,8,4,0,0,4,0,14832,13,68,39
73,0,727088,16,7,2,0,1,4,1,5441,-18,67,43
17,4,195315,14,6,2,0,0,4,0,3976,18,86,38
52,4,152835,8,7,2,1,4,4,0,108,-23,43,13
29,4,166630,9,12,2,13,3,4,0,-103,7,43,30
20,4,412040,12,4,4,12,3,4,1,9538,1943,50,39
40,4,201492,15,10,5,3,4,4,1,6076,15,37,23
17,4,71468,15,9,2,3,5,3,1,11626,-20,33,39
28,4,272648,11,9,2,4,4,0,1,4370,37,17,31
82,4,164843,14,10,5,3,1,4,1,172,1922,9,39
41,5,262998,-2,9,2,8,2,4,0,-137,7,25,38
23,4,23411,11,8,6,10,2,4,0,341,25,40,27
66,7,134005,11,10,3,4,0,4,0,110,19,-4,-11
76,4,20732,14,9,2,2,0,1,1,-3363,-14,42,39
17,4,246279,11,10,4,13,4,4,1,4225,29,39,29
66,2,203881,15,15,6,9,4,4,0,11754,20,36,-1
45,5,83361,15,2,6,0,5,4,1,951,24,42,30
28,6,40758,11,12,2,5,5,4,0,18990,-28,36,39
38,1,951318,0,10,6,5,1,3,0,-117,24,45,39
78,4,45705,10,10,6,4,1,4,1,3688,-5,15,-1
35,5,127525,9,10,4,14,4,4,1,71,1764,37,39
18,4,147172,15,9,2,7,1,4,1,72,14,40,-3
40,4,175286,4,9,6,1,1,2,0,-685,3,14,39
55,4,42985,10,8,2,1,5,4,0,24937,15,61,40
42,1,402944,12,10,2,14,0,4,1,-437,18,43,36
78,4,691604,9,7,2,8,0,4,1,4596,24,39,30
47,6,91311,9,11,2,8,0,4,1,17809,1856,37,43
17,4,35537,11,14,6,14,1,2,1,133,-25,48,35
40,4,20215,15,10,2,4,0,4,0,3163,22,40,14
52,4,241543,4,17,6,14,1,4,1,-205,17,40,45
17,1,565731,15,2,4,8,3,3,0,-131,1,34,32
23,5,56065,5,5,2,3,1,-1,0,9542,6,39,26
70,4,157869,11,11,1,3,3,-1,1,22496,-4,47,39
64,4,450954,16,10,2,1,1,2,1,6937,-21,33,40
69,4,22482,14,11,1,1,4,4,1,12852,-21,26,38
49,7,33700,13,9,2,14,3,1,1,20412,1851,51,39
18,9,180245,11,12,6,0,0,4,0,17683,18,88,3
46,4,123383,11,11,4,0,4,4,1,12303,2378,43,39
64,6,117784,9,11,0,11,4,1,1,720,-28,35,39
78,4,218548,15,9,4,7,4,4,1,34704,-13,45,-12
43,4,28407,11,10,2,6,3,4,0,9454,-11,62,39
38,1,168642,16,10,3,11,0,1,0,3728,18,66,42
69,-1,185268,9,9,0,2,0,4,0,13930,2397,26,40
63,4,427959,11,8,6,2,4,0,0,5997,-22,41,39
19,6,171418,15,2,2,12,4,4,1,15561,13,40,39
52,1,160694,15,10,2,5,3,4,0,4178,-6,30,39
44,1,106544,10,10,6,0,0,4,1,6758,2119,39,26
29,4,147264,9,11,2,1,3,4,1,-27,22,15,36
20,8,171778,15,12,2,1,1,2,1,5558,20,4,39
81,0,37100,5,7,6,9,2,3,0,4652,-4,42,39
18,4,170404,9,15,2,8,0,4,1,-130,2653,28,39
24,-1,187831,7,10,6,1,2,4,1,-113,24,23,24
57,4,64437,11,11,3,10,1,4,1,19722,-2,39,39
37,2,172215,3,9,3,1,4,4,1,24996,-24,66,29
60,-3,205165,11,12,4,1,1,4,1,-10,-9,6,39
44,5,155165,9,11,2,12,3,4,0,14978,1358,26,39
36,1,226918,9,10,1,2,1,1,1,22082,1421,41,38
42,-1,103982,11,13,2,12,3,1,0,25967,2216,48,39
62,6,221704,11,11,2,0,1,4,0,7996,2471,32,37
52,4,365257,11,10,2,12,1,4,1,-8559,1925,48,23
42,-2,159102,11,10,0,2,1,4,1,-9027,16,37,39
44,4,112987,11,10,2,2,0,4,1,210,-16,40,39
57,-1,73007,11,12,2,7,4,4,1,1484,1,30,38
38,0,165046,6,7,4,0,4,3,0,-130,2343,39,39
57,4,216542,11,10,1,2,4,4,0,-217,1816,39,39
42,0,187428,7,8,0,11,4,0,0,6668,1103,30,18
48,0,196673,11,10,3,7,1,-1,1,6599,4,45,31
58,4,247747,9,7,2,2,4,4,1,11005,-28,46,37
32,0,171671,9,15,0,3,5,4,1,2887,-7,40,39
74,4,167253,9,9,2,2,0,1,1,-649,2124,43,39
55,4,47874,8,7,2,4,1,1,1,21811,24,47,39
53,5,43083,9,14,6,13,0,4,0,16833,3,40,39
21,0,75412,9,13,2,6,5,4,1,166,-19,74,38
17,4,280597,8,9,6,0,1,4,0,16805,2187,42,39
54,4,14187,13,3,6,10,1,4,1,5497,0,39,22
52,4,113628,10,6,0,12,4,4,1,-217,6,43,39
63,-2,135962,11,14,2,2,0,2,1,11932,-5,0,36
20,7,150487,11,10,6,0,3,4,1,-21,-13,45,39
43,1,147594,9,6,2,2,4,4,1,88,12,40,28
22,4,372412,9,6,6,1,4,0,0,47174,24,36,38
63,5,111638,9,8,0,3,2,4,1,2538,-8,36,2
76,7,294623,11,10,2,5,0,1,0,3108,12,39,28
17,6,285607,12,10,0,4,3,2,1,234,6,40,32
34,1,447850,12,9,2,7,4,2,0,-117,15,40,27
54,5,147331,11,8,0,9,5,2,0,9051,1490,49,36
34,0,127691,3,2,0,0,4,4,0,11966,2573,36,39
70,6,338581,7,6,6,4,4,4,1,21453,2499,71,26
62,4,64221,11,3,0,3,1,4,1,2824,2492,12,21
21,4,185387,11,10,4,1,1,4,1,5416,2053,40,34
23,2,180442,5,2,2,5,1,1,1,-17,-5,26,49
34,2,102991,9,9,0,10,4,4,1,75,-23,51,39
48,4,166675,-1,5,2,1,1,4,0,-9768,17,43,39
41,4,93829,15,6,0,2,1,4,0,-217,13,70,39
59,6,98513,11,16,6,0,3,0,0,-5527,1803,-4,39
57,4,206403,9,9,6,0,4,4,1,8737,2356,85,39
28,4,182304,11,14,2,11,4,4,1,134,-7,58,24
43,4,91101,-2,9,2,3,0,2,1,179,1,33,0
19,-3,67419,9,15,6,0,3,1,0,5182,6,41,39
79,7,68550,8,9,1,4,1,0,0,2862,18,34,39
60,4,207695,15,14,4,6,1,4,1,170,2015,41,26
24,6,233215,13,5,6,14,4,4,1,97,23,97,25
52,4,19957,11,10,2,1,3,4,1,2812,1301,26,16
53,0,226506,14,11,1,1,0,3,1,30852,29,-7,-1
70,4,336138,12,14,0,5,4,0,1,38438,2,54,39
34,6,35636,8,11,1,1,3,4,0,8076,35,-4,28
61,5,251124,9,8,5,10,1,4,0,8727,1657,11,40
17,1,197816,10,12,2,12,3,1,1,-8308,-5,45,39
56,4,494421,9,10,0,3,0,4,1,35034,-10,39,39
66,0,191774,12,10,0,1,1,4,0,513,17,40,39
29,7,345162,10,10,4,12,4,4,0,15527,17,41,9
34,0,357782,-1,11,2,1,0,4,1,8391,25,49,39
54,6,29566,11,9,3,9,4,4,1,9,-2,40,23
