Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1,0,30.0,0,0,614,106.425,-1,0
3,1,23.0,0,0,342,7.8542,-1,2
3,1,22.0,0,0,658,7.125,-1,2
3,0,20.0,1,0,491,9.825,-1,2
3,1,19.0,0,0,358,7.8958,-1,2
3,1,31.0,0,0,287,7.75,-1,1
1,1,45.0,0,0,11,26.55,-1,2
1,0,50.0,0,1,585,247.5208,36,0
3,1,39.0,0,0,250,7.925,-1,2
2,0,23.0,0,0,628,13.7917,90,0
1,1,48.0,1,0,587,76.7292,101,0
3,1,51.0,0,0,321,7.75,-1,2
2,0,50.0,0,1,115,26.0,-1,2
3,1,33.0,0,0,378,8.6625,-1,0
2,1,3.0,1,1,113,26.0,141,2
1,1,64.0,1,4,95,263.0,63,2
2,0,22.0,1,2,634,41.5792,-1,0
2,1,30.0,1,0,575,24.0,-1,0
3,0,41.0,0,2,458,20.2125,-1,2
3,0,15.0,0,0,278,8.0292,-1,1
2,0,50.0,0,0,572,10.5,-1,2
2,1,24.0,0,0,554,10.5,-1,2
2,1,34.0,1,0,150,26.0,-1,2
3,1,24.5,0,0,294,8.05,-1,2
2,1,29.0,0,0,674,10.5,-1,2
2,1,35.0,0,0,139,26.0,-1,2
3,0,19.0,1,0,406,7.8542,-1,2
3,1,39.0,1,5,333,31.275,-1,2
2,0,24.0,1,0,150,26.0,-1,2
3,1,9.0,1,1,562,15.9,-1,2
3,1,28.0,0,0,306,9.5,-1,2
3,1,24.0,0,0,356,7.4958,-1,2
3,1,42.0,0,1,494,8.4042,-1,2
3,0,17.0,0,0,176,14.4583,-1,0
1,0,44.0,0,1,7,57.9792,17,0
2,1,43.0,1,1,571,26.25,-1,2
3,1,42.0,0,0,563,7.55,-1,2
2,0,21.0,0,0,555,10.5,-1,2
3,1,17.0,1,1,210,7.2292,-1,0
3,1,40.5,0,0,446,7.75,-1,1
1,0,18.0,2,2,602,262.375,35,0
1,1,64.0,0,0,501,26.0,-1,2
1,0,30.0,0,0,584,56.9292,125,0
3,1,27.0,0,0,269,8.6625,-1,2
3,0,15.0,1,0,188,14.4542,-1,0
1,0,35.0,1,0,49,53.1,55,2
1,1,42.0,1,0,56,52.5542,95,2
2,1,54.0,1,0,144,26.0,-1,2
2,1,21.0,1,0,221,11.5,-1,2
3,1,21.0,0,0,514,8.05,-1,2
3,1,19.0,0,0,623,8.1583,-1,2
3,1,23.0,0,0,503,9.225,-1,2
2,0,45.0,0,0,108,13.5,-1,2
2,1,23.0,0,0,146,10.5,-1,2
1,1,31.0,1,0,569,52.0,38,2
3,1,32.0,0,0,80,56.4958,-1,2
3,1,16.0,0,0,327,7.775,-1,2
2,0,24.0,2,1,142,27.0,-1,2
3,1,4.0,3,2,337,27.9,-1,2
3,1,4.0,1,1,344,11.1333,-1,2
2,1,23.0,0,0,630,15.0458,-1,0
3,1,9.0,5,2,566,46.9,-1,2
3,0,1.0,1,1,344,11.1333,-1,2
3,1,36.0,0,0,357,7.4958,-1,2
3,1,18.0,0,0,107,8.3,-1,2
3,1,30.0,0,0,308,9.5,-1,2
3,0,28.0,0,0,384,7.8958,-1,2
3,1,33.0,0,0,312,9.5,-1,2
1,1,29.0,1,0,36,66.6,61,2
3,0,2.0,0,1,316,10.4625,145,2
1,1,52.0,1,1,1,79.65,134,2
2,0,34.0,1,1,224,32.5,-1,2
2,0,29.0,1,0,239,26.0,-1,2
2,0,38.0,0,0,131,13.0,-1,2
3,0,20.0,0,0,267,8.6625,-1,2
2,0,8.0,0,2,556,26.25,-1,2
3,1,26.0,0,0,369,7.8958,-1,2
1,1,49.0,1,1,83,110.8833,75,0
3,0,24.0,0,3,194,19.2583,-1,0
1,0,47.0,1,1,54,52.5542,102,2
3,1,40.0,1,1,435,15.5,-1,1
3,1,22.0,0,0,526,7.25,-1,2
3,1,1.0,1,2,548,20.575,-1,2
3,1,30.0,1,0,536,16.1,-1,2
2,0,34.0,0,0,560,10.5,142,2
2,1,60.0,1,1,240,39.0,-1,2
1,1,27.0,0,0,50,30.5,-1,2
1,1,70.0,1,1,680,71.0,20,2
3,1,26.0,1,2,548,20.575,-1,2
3,1,28.0,0,0,314,9.5,-1,2
3,1,28.0,0,0,354,7.8958,-1,2
2,0,34.0,0,0,143,13.0,-1,2
1,0,52.0,1,1,67,93.5,37,2
1,0,53.0,2,0,60,51.4792,48,2
2,1,32.0,0,0,557,10.5,-1,2
3,1,14.0,5,2,566,46.9,-1,2
3,1,19.0,0,0,324,7.775,-1,2
3,0,24.0,0,2,616,16.7,145,2
1,1,47.0,0,0,456,34.0208,106,2
2,1,19.0,1,1,558,36.75,-1,2
2,0,24.0,0,2,166,14.5,-1,2
2,1,36.0,0,0,546,10.5,-1,2
3,0,5.0,4,2,329,31.3875,-1,2
3,1,31.0,0,0,662,7.925,-1,2
2,0,19.0,1,0,233,26.0,-1,2
3,1,30.0,0,0,544,7.25,-1,2
3,0,21.0,2,2,676,34.375,-1,2
1,1,31.0,1,0,89,57.0,19,2
3,1,28.5,0,0,215,7.2292,-1,0
3,1,20.0,0,0,640,7.05,-1,2
3,1,19.0,0,0,273,8.05,-1,2
3,0,48.0,1,3,676,34.375,-1,2
1,1,33.0,0,0,502,5.0,34,2
3,0,24.0,1,0,668,15.85,-1,2
3,1,25.0,0,0,449,7.7417,-1,1
2,1,23.0,0,0,241,13.0,-1,2
1,1,56.0,0,0,90,30.6958,14,0
3,1,26.0,0,0,387,7.8958,-1,2
1,1,24.0,0,0,592,79.2,45,0
3,1,19.0,0,0,352,7.8958,-1,2
3,1,20.0,0,0,409,7.8542,-1,2
1,0,32.0,0,0,63,76.2917,93,0
2,0,55.0,0,0,153,16.0,-1,2
2,1,27.0,0,0,101,13.0,-1,2
3,0,22.0,0,0,545,7.25,-1,2
3,1,49.0,0,0,574,0.0,-1,2
1,1,28.0,0,0,3,26.55,71,2
1,0,22.0,0,1,28,55.0,123,2
1,0,49.0,0,0,87,25.9292,94,2
3,1,55.5,0,0,516,8.05,-1,2
2,1,16.0,0,0,619,10.5,-1,2
2,1,34.0,1,0,230,21.0,-1,2
3,0,22.0,0,0,464,7.75,-1,1
2,1,19.0,0,0,227,13.0,-1,2
3,0,21.0,0,0,433,7.75,-1,1
2,0,19.0,0,0,170,26.0,-1,2
3,0,43.0,1,6,566,46.9,-1,2
1,0,62.0,0,0,32,80.0,21,-1
2,0,31.0,1,1,556,26.25,-1,2
3,1,42.0,0,0,346,7.65,139,2
2,1,44.0,1,0,198,26.0,-1,2
3,1,19.0,0,0,372,10.1708,-1,2
1,0,40.0,0,0,588,153.4625,57,2
1,1,54.0,0,0,85,51.8625,129,2
2,0,28.0,0,0,130,13.0,-1,2
3,0,16.0,0,0,418,7.7333,-1,1
3,1,21.0,0,0,255,7.775,-1,2
2,1,31.0,0,0,145,13.0,-1,2
2,1,35.0,0,0,222,10.5,-1,2
3,0,31.0,0,0,383,8.6833,-1,2
2,1,27.0,0,0,148,26.0,-1,2
3,1,26.0,1,0,398,7.8542,-1,2
3,1,33.0,0,0,505,8.6542,-1,2
3,0,18.0,0,1,484,9.35,-1,2
3,1,32.0,0,0,644,8.05,115,2
3,1,25.0,0,0,643,7.05,-1,2
3,1,47.0,0,0,532,7.25,-1,2
3,1,24.0,0,0,402,7.7958,-1,2
1,1,28.0,0,0,42,35.5,13,2
3,1,26.0,0,0,292,8.05,-1,2
1,0,39.0,1,1,1,79.65,134,2
1,1,58.0,0,2,416,113.275,108,0
3,0,37.0,0,0,490,9.5875,-1,2
2,1,30.0,0,0,169,13.0,-1,2
1,1,36.0,0,1,608,512.3292,34,0
3,1,40.0,0,0,389,7.8958,-1,2
3,1,19.0,0,0,420,14.5,-1,2
1,1,32.0,0,0,70,30.5,33,0
1,1,37.0,1,0,49,53.1,55,2
2,1,25.0,0,0,123,13.0,-1,2
3,0,4.0,1,1,616,16.7,145,2
2,0,32.5,0,0,219,13.0,116,2
3,1,22.0,0,0,390,7.8958,-1,2
2,1,1.0,2,1,114,39.0,144,2
3,1,18.0,0,0,403,7.7958,-1,2
3,1,7.0,4,1,480,29.125,-1,1
3,1,41.0,0,0,646,7.125,-1,2
3,0,4.0,0,1,393,13.4167,-1,0
1,1,0.92,1,2,37,151.55,62,2
3,1,17.0,1,0,408,7.0542,-1,2
3,1,14.0,4,1,249,39.6875,-1,2
3,1,19.0,0,0,574,0.0,-1,2
3,1,28.0,0,0,80,56.4958,-1,2
3,0,38.0,1,5,329,31.3875,-1,2
2,0,27.0,1,0,53,21.0,-1,2
1,1,17.0,0,2,83,110.8833,77,0
3,0,26.0,1,0,536,16.1,-1,2
3,1,20.0,1,0,660,7.925,-1,2
2,0,32.0,0,0,122,13.0,-1,2
1,1,51.0,0,0,23,26.55,119,2
2,0,27.0,1,0,632,13.8583,-1,0
3,0,1.0,0,2,187,15.7417,-1,0
1,0,48.0,1,0,57,39.6,2,0
3,1,30.0,0,0,517,8.05,-1,2
3,1,44.0,0,0,430,8.05,-1,2
1,0,54.0,1,0,454,78.2667,96,0
2,1,48.0,0,0,121,13.0,-1,2
1,0,19.0,0,0,14,30.0,30,2
1,1,47.0,0,0,2,52.0,52,2
2,0,29.0,0,0,553,10.5,142,2
3,0,32.0,1,1,435,15.5,-1,1
2,1,39.0,0,0,223,13.0,-1,2
3,0,5.0,0,0,432,12.475,-1,2
1,0,19.0,0,2,55,26.2833,107,2
2,1,21.0,0,0,621,73.5,-1,2
3,1,11.0,5,2,566,46.9,-1,2
3,1,32.0,1,0,247,15.85,-1,2
3,0,21.0,1,0,492,9.825,-1,2
3,0,45.0,0,1,211,14.4542,-1,0
3,1,23.0,0,0,351,7.8958,-1,2
1,1,38.0,0,0,97,0.0,-1,2
3,1,18.0,0,0,330,7.75,-1,2
3,0,0.75,2,1,194,19.2583,-1,0
2,0,48.0,1,2,106,65.0,-1,2
3,1,21.0,0,0,495,16.1,-1,2
3,0,41.0,0,5,249,39.6875,-1,2
3,1,20.0,0,0,647,7.925,-1,2
2,0,2.0,1,1,180,26.0,-1,2
2,0,27.0,0,0,293,10.5,116,2
1,0,16.0,0,1,7,57.9792,17,0
1,0,36.0,0,2,680,71.0,20,2
3,1,33.0,1,1,423,20.525,-1,2
3,1,17.0,0,0,264,8.6625,-1,2
3,0,14.0,1,0,186,11.2417,-1,0
3,1,17.0,0,0,261,8.6625,-1,2
2,1,34.0,0,0,65,13.0,-1,2
1,0,18.0,0,2,1,79.65,135,2
3,1,25.0,0,0,474,7.25,-1,2
2,1,36.0,0,0,112,13.0,-1,2
3,0,13.0,0,0,208,7.2292,-1,0
1,1,38.0,1,0,93,90.0,87,2
3,1,9.0,0,2,423,20.525,-1,2
3,1,44.0,0,0,425,8.05,-1,2
1,0,49.0,1,0,587,76.7292,101,0
2,1,0.83,0,2,158,29.0,-1,2
3,0,18.0,2,0,302,18.0,-1,2
1,1,50.0,1,0,614,106.425,82,0
3,1,45.0,0,0,318,6.975,-1,2
2,1,54.0,0,0,232,14.0,-1,2
3,0,29.0,1,1,316,10.4625,145,2
1,1,55.0,0,0,41,30.5,64,2
1,0,41.0,0,0,81,134.5,127,0
3,1,35.0,0,0,656,7.125,-1,2
2,1,23.0,0,0,228,13.0,-1,2
2,1,34.0,1,0,252,21.0,-1,2
3,1,30.5,0,0,427,8.05,-1,2
2,0,24.0,0,0,160,13.0,-1,2
2,0,5.0,1,2,561,27.75,-1,2
3,1,18.0,0,0,397,7.775,-1,2
1,0,58.0,0,0,586,146.5208,43,0
2,1,30.0,0,0,225,13.0,-1,2
3,1,29.0,0,0,379,7.8958,-1,0
3,1,20.0,0,0,504,9.8458,-1,2
1,0,14.0,1,2,33,120.0,47,2
1,1,45.5,0,0,20,28.5,56,2
3,0,2.0,0,1,251,12.2875,-1,2
3,1,30.0,0,0,213,7.225,-1,0
3,1,28.0,1,0,668,15.85,-1,2
2,1,19.0,0,0,672,10.5,-1,2
3,1,61.0,0,0,299,6.2375,-1,2
3,1,28.0,0,0,404,7.7958,-1,2
1,0,29.0,0,0,141,211.3375,32,2
3,1,17.0,0,0,265,8.6625,-1,2
1,1,36.0,0,0,577,26.2875,121,2
3,1,22.0,1,0,523,7.25,-1,2
3,1,16.0,0,0,520,8.05,-1,2
3,1,26.0,0,0,216,18.7875,-1,0
3,0,22.0,0,0,335,7.775,-1,2
3,1,22.0,0,0,615,9.35,-1,2
2,0,40.0,0,0,559,15.75,-1,2
3,1,26.0,0,0,80,56.4958,-1,2
1,0,21.0,0,0,71,77.9583,114,2
1,0,48.0,0,0,88,25.9292,94,2
3,0,4.0,0,2,271,22.025,-1,2
1,1,4.0,0,2,289,81.8583,10,2
3,0,10.0,0,2,307,24.15,-1,2
3,1,20.0,0,0,305,9.5,-1,2
3,0,25.0,1,0,667,7.925,-1,2
2,0,17.0,0,0,625,12.0,-1,0
2,0,30.0,3,0,252,21.0,-1,2
2,1,18.0,0,0,118,11.5,-1,2
3,1,22.0,0,0,197,7.2292,-1,0
1,1,27.0,0,0,587,76.7292,109,0
3,0,18.0,0,0,243,7.4958,-1,2
3,1,26.0,1,0,204,14.4542,-1,0
1,0,36.0,0,0,613,135.6333,65,0
3,1,35.0,0,0,472,8.05,-1,2
3,1,34.0,0,0,242,6.4958,-1,2
3,1,30.0,0,0,385,7.8958,-1,2
3,1,16.0,0,0,310,9.5,-1,2
3,1,24.0,0,0,313,9.5,-1,2
2,1,50.0,0,0,161,13.0,-1,2
3,1,22.0,0,0,79,8.05,-1,2
2,1,34.0,0,0,164,13.0,-1,2
3,0,21.0,0,0,296,7.65,-1,2
1,1,52.0,0,0,40,30.5,50,2
3,1,20.0,0,0,191,7.2292,-1,0
3,1,21.0,0,0,666,7.925,-1,2
1,0,30.0,0,0,47,31.0,-1,0
1,1,45.0,0,0,39,35.5,146,2
1,0,33.0,1,0,51,53.1,137,2
3,1,22.0,0,0,524,7.25,-1,2
1,1,19.0,3,2,95,263.0,63,2
2,0,40.0,1,1,240,39.0,-1,2
3,1,24.0,0,0,642,7.05,-1,2
3,1,26.0,2,0,270,8.6625,-1,2
1,0,43.0,0,1,141,211.3375,22,2
3,1,21.0,0,0,518,8.05,-1,2
3,1,19.0,0,0,438,6.75,-1,1
3,0,0.75,2,1,194,19.2583,-1,0
2,0,13.0,0,1,162,19.5,-1,2
3,1,32.0,0,0,664,7.925,-1,2
3,0,18.0,0,0,336,7.775,-1,2
1,1,50.0,1,0,72,55.9,128,2
2,0,25.0,0,1,115,26.0,-1,2
3,1,21.0,0,0,512,8.4333,-1,2
1,1,36.0,0,0,68,40.125,0,0
2,0,35.0,0,0,570,21.0,-1,2
3,0,29.0,0,2,185,15.2458,-1,0
1,1,29.0,0,0,26,30.0,112,2
1,1,49.0,1,0,584,56.9292,4,0
2,0,42.0,1,0,627,26.0,-1,2
1,1,31.0,0,0,590,50.4958,6,2
1,1,65.0,0,0,73,26.55,126,2
1,0,35.0,0,0,608,512.3292,-1,0
2,1,52.0,0,0,164,13.0,-1,2
2,1,62.0,0,0,624,10.5,-1,2
3,1,32.0,0,0,381,7.8958,-1,2
2,1,47.0,0,0,129,15.0,-1,2
3,1,3.0,4,2,329,31.3875,-1,2
3,1,24.0,0,0,297,8.05,-1,2
2,0,6.0,0,1,155,33.0,-1,2
1,0,23.0,3,2,95,263.0,63,2
1,0,24.0,3,2,95,263.0,63,2
3,1,1.0,5,2,566,46.9,-1,2
3,1,25.0,1,0,334,7.775,-1,2
2,1,23.0,2,1,235,11.5,-1,2
1,1,60.0,0,0,48,26.55,-1,2
3,0,9.0,4,2,333,31.275,-1,2
3,1,29.0,0,0,322,7.775,-1,2
1,0,39.0,1,1,609,83.1583,130,0
1,0,35.0,1,0,43,52.0,-1,2
3,1,16.0,4,1,249,39.6875,-1,2
3,1,33.0,0,0,319,7.775,-1,2
2,1,2.0,1,1,113,26.0,141,2
3,1,32.0,0,0,466,7.75,-1,1
3,0,30.0,1,1,307,24.15,-1,2
3,1,21.0,0,0,649,7.25,-1,2
1,0,63.0,1,0,71,77.9583,113,2
3,1,40.5,0,2,538,14.5,-1,2
3,0,39.0,1,5,333,31.275,-1,2
2,1,39.0,0,0,154,13.0,-1,2
3,1,19.0,0,0,533,8.05,-1,2
3,0,27.0,0,2,344,11.1333,-1,2
3,1,20.5,0,0,525,7.25,-1,2
1,1,45.0,1,0,457,83.475,80,2
3,1,74.0,0,0,317,7.775,-1,2
3,0,8.0,3,1,395,21.075,-1,2
3,1,30.0,0,0,206,7.2292,-1,0
2,0,28.0,1,0,575,24.0,-1,0
3,0,63.0,0,0,489,9.5875,-1,2
1,1,40.0,0,0,16,0.0,46,2
1,0,23.0,1,0,416,113.275,103,0
3,1,20.0,0,0,183,4.0125,-1,0
2,0,33.0,1,2,561,27.75,-1,2
1,0,18.0,1,0,610,227.525,73,0
3,0,9.0,1,1,203,15.2458,-1,0
2,0,54.0,1,3,236,23.0,-1,2
1,1,22.0,0,0,613,135.6333,-1,0
3,1,21.0,0,0,400,7.8542,-1,2
1,0,24.0,0,0,59,83.1583,72,0
2,0,36.0,0,0,220,13.0,-1,2
3,1,2.0,4,1,249,39.6875,-1,2
2,0,33.0,0,2,180,26.0,-1,2
3,1,40.0,1,4,337,27.9,-1,2
3,1,25.0,0,0,650,7.05,-1,2
1,1,26.0,0,0,8,30.0,60,0
1,0,22.0,0,2,75,49.5,27,0
2,1,31.0,1,1,618,37.0042,-1,0
1,1,40.0,0,0,17,31.0,8,0
3,1,28.0,2,0,246,7.925,-1,2
2,1,0.67,1,1,166,14.5,-1,2
3,0,22.0,0,0,509,9.8375,-1,2
3,1,25.0,0,0,574,0.0,-1,2
3,1,27.0,0,0,365,7.8958,-1,2
1,0,42.0,0,0,610,227.525,-1,0
3,1,23.5,0,0,212,7.2292,-1,0
2,0,24.0,0,0,157,13.0,142,2
2,1,59.0,0,0,128,13.5,-1,2
3,1,45.0,0,0,510,8.05,-1,2
1,1,19.0,1,0,35,53.1,100,2
2,0,28.0,0,0,140,12.65,-1,2
3,1,11.0,0,0,216,18.7875,-1,0
1,0,39.0,1,1,83,110.8833,75,0
3,0,36.0,1,0,300,17.4,-1,2
2,1,31.0,0,0,547,10.5,-1,2
3,1,29.0,0,0,506,9.4833,-1,2
3,1,29.0,1,0,315,7.0458,-1,2
2,1,24.0,2,0,621,73.5,-1,2
3,0,18.0,0,0,493,9.8417,-1,2
1,1,28.0,0,0,25,47.1,-1,2
3,0,45.0,0,0,326,7.75,-1,2
3,0,9.0,2,2,676,34.375,-1,2
3,1,22.0,0,0,410,7.7958,-1,2
3,0,35.0,1,1,551,20.25,-1,2
1,1,56.0,0,0,44,26.55,-1,2
3,0,39.0,0,5,480,29.125,-1,1
3,1,4.0,4,2,333,31.275,-1,2
1,1,54.0,0,1,417,77.2875,98,2
3,1,29.0,0,0,479,7.75,-1,1
3,1,33.0,0,0,380,7.8958,-1,0
1,0,24.0,0,0,581,69.3,24,0
3,1,16.0,1,3,676,34.375,-1,2
3,1,18.0,1,0,244,6.4958,-1,2
3,1,38.0,0,0,639,7.05,-1,2
3,1,51.0,0,0,345,7.0542,-1,2
3,1,59.0,0,0,428,7.25,-1,2
