age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
70,0,148065,15,10,2,0,0,4,1,0,0,4,39
26,4,229977,6,5,2,3,0,4,1,0,0,35,39
61,4,80896,11,9,5,14,4,1,1,0,0,45,39
24,4,188925,8,11,2,7,0,4,1,0,0,40,39
27,4,93021,11,9,4,1,4,3,0,0,0,40,39
38,4,204527,11,9,2,3,0,4,1,0,0,50,39
23,4,162945,5,4,4,8,3,4,1,0,0,35,39
55,7,146326,12,14,2,10,0,4,1,7688,0,45,39
36,4,112497,9,13,2,13,0,4,1,0,0,40,39
28,7,277635,15,10,4,1,1,4,0,0,0,50,39
47,6,192755,11,9,2,7,5,4,0,0,0,20,39
63,0,319121,1,7,5,0,1,2,1,0,0,40,39
40,4,174395,11,9,2,3,0,4,1,0,0,40,39
31,4,206051,9,13,2,1,0,4,1,0,0,40,39
33,4,154227,8,11,0,12,1,4,1,0,0,40,39
36,4,163278,12,14,4,10,1,4,0,0,0,40,39
38,4,48093,11,9,2,6,0,4,1,0,0,40,39
37,4,241998,9,13,2,13,0,4,1,0,1977,40,39
34,4,269243,15,10,4,1,3,4,0,0,0,40,39
44,0,468706,11,9,2,0,0,2,1,0,0,40,39
28,4,388112,3,2,4,5,4,4,1,0,0,77,26
53,4,126368,15,10,4,1,1,4,0,0,0,50,39
32,5,99309,11,9,2,4,0,4,1,0,0,40,39
52,4,115851,11,9,2,3,0,4,1,0,0,40,39
47,6,166894,15,10,0,10,4,2,0,0,0,40,39
23,4,302195,9,13,2,10,0,4,1,0,0,40,39
55,6,283635,14,15,0,10,1,4,0,0,0,35,39
79,6,158319,11,9,6,8,1,4,0,0,0,24,39
29,5,31778,11,9,5,10,2,4,1,0,0,25,39
51,4,254211,9,13,2,3,0,4,1,0,0,20,39
21,4,145389,15,10,4,10,1,4,0,0,0,25,39
27,4,105598,11,9,4,1,1,4,1,0,0,40,39
35,7,248374,15,10,0,1,4,2,0,0,0,40,39
41,0,217921,6,5,2,0,5,1,0,0,0,40,17
21,4,170302,11,9,4,5,2,4,1,0,0,50,39
42,4,132222,9,13,4,12,3,4,1,0,0,60,39
24,4,228649,9,13,4,1,3,4,1,0,0,38,39
42,6,115323,10,16,4,10,1,4,1,0,0,7,0
24,4,270075,9,13,2,1,5,4,0,0,0,50,39
35,1,205584,4,3,4,3,1,4,1,0,0,40,26
49,4,168262,0,6,0,8,1,4,1,0,0,48,39
20,4,159297,15,10,4,1,3,1,0,0,0,15,39
46,4,360096,9,13,2,4,0,4,1,15024,0,60,39
51,4,86332,8,11,2,8,0,4,1,4064,0,55,39
26,4,375980,11,9,5,12,4,2,0,0,0,37,39
53,4,302868,9,13,2,12,0,4,1,0,0,50,39
62,4,209844,15,10,0,1,4,4,0,0,0,30,39
48,6,160724,9,13,2,4,0,1,1,0,0,40,24
45,6,107231,9,13,0,10,1,4,1,0,0,45,10
35,6,42044,7,12,2,3,0,4,1,0,0,40,39
18,4,139576,11,9,4,1,3,4,0,0,0,40,39
29,4,244721,9,13,2,13,0,4,1,0,0,35,39
63,0,310396,6,5,2,0,0,4,1,5178,0,40,39
59,4,127728,15,10,2,13,0,4,1,0,0,40,39
51,4,122288,15,10,6,7,4,4,0,0,0,36,39
23,4,162282,15,10,4,6,1,4,1,0,0,25,39
46,4,149640,5,4,3,14,1,4,1,0,0,45,39
51,4,302146,1,7,4,8,1,2,0,0,0,40,39
36,0,356838,2,8,4,0,1,4,1,0,0,35,39
35,4,98389,1,7,2,5,0,4,1,0,0,40,39
31,5,344275,11,9,4,3,1,4,1,0,0,44,39
57,5,101338,9,13,2,4,0,4,1,0,0,20,39
60,7,97030,9,13,0,4,1,4,0,0,0,35,39
39,5,122742,7,12,2,4,0,4,1,15024,0,55,39
46,4,154940,15,10,0,12,4,4,0,0,0,40,39
36,4,172256,11,9,2,7,0,4,1,0,0,44,39
44,4,303521,15,10,0,3,1,4,1,0,0,40,39
44,4,185057,12,14,4,10,1,4,0,0,0,35,39
82,0,29441,5,4,6,0,1,4,1,0,0,5,39
28,2,216481,9,13,4,10,1,4,0,0,0,40,39
39,4,90646,8,11,0,1,4,4,0,0,0,40,39
40,4,178983,11,9,2,1,5,4,0,0,0,30,39
31,4,204752,2,8,4,12,3,4,1,0,0,32,39
21,4,285522,15,10,4,3,1,4,1,0,0,40,39
22,0,42004,15,10,4,0,3,4,1,0,0,30,39
61,4,232719,12,14,2,10,0,4,1,0,0,50,39
43,4,281138,11,9,5,7,1,4,0,0,0,40,39
53,4,95519,11,9,2,10,0,4,1,0,0,42,39
67,4,172756,3,2,6,7,1,4,0,2062,0,34,7
39,4,210991,11,9,2,3,0,4,1,0,0,40,39
30,4,156718,11,9,4,13,1,4,0,0,0,40,39
44,4,167955,11,9,2,3,0,4,1,0,0,40,31
37,4,239397,0,6,2,7,0,4,1,0,0,40,26
60,4,245062,11,9,2,3,0,4,1,0,0,40,39
29,4,55390,7,12,4,13,1,4,1,0,0,45,39
26,4,276967,15,10,2,12,0,4,1,0,0,40,39
58,4,430005,0,6,2,14,0,4,1,0,0,50,39
28,4,141350,9,13,2,4,0,4,1,0,0,45,39
45,4,47314,15,10,2,3,0,4,1,0,1902,40,0
18,0,36348,15,10,4,0,3,4,1,0,0,48,39
31,4,188108,11,9,4,3,3,4,1,4101,0,40,39
34,4,210736,15,10,5,1,4,2,0,0,0,40,0
41,6,144594,5,4,2,3,0,4,1,0,2179,40,39
30,4,375827,11,9,4,6,2,4,1,0,0,40,39
50,4,89534,11,9,2,7,0,4,1,0,0,40,39
68,1,422013,11,9,0,10,1,4,0,0,3683,40,39
60,0,290593,12,14,2,0,0,4,1,0,0,40,39
54,6,109418,9,13,2,4,5,4,0,0,1977,35,39
55,4,190514,5,4,2,1,0,4,1,0,0,75,39
46,6,366089,14,15,2,10,0,4,1,15024,0,40,39
26,4,417941,9,13,4,4,1,4,0,0,0,40,39
43,4,233130,9,13,0,12,1,4,1,0,0,40,39
38,4,304651,11,9,2,1,0,4,1,0,0,45,39
34,4,173806,12,14,4,10,1,4,1,4865,0,60,39
29,4,405177,0,6,5,12,4,4,0,0,0,40,39
27,7,28848,9,13,4,10,1,4,1,0,0,9,39
84,5,172907,15,10,2,12,0,4,1,0,0,35,39
51,4,95329,12,14,0,11,4,4,1,0,0,40,39
44,5,56651,15,10,2,4,0,4,1,7688,0,45,39
29,4,216481,12,14,2,4,5,4,0,0,0,40,39
31,4,37546,9,13,2,4,5,4,0,0,1902,35,39
26,4,112847,8,11,4,13,3,4,1,0,0,40,39
36,0,187167,11,9,5,0,1,4,0,0,0,30,39
53,4,149784,9,13,2,10,0,4,1,7688,0,40,39
53,4,374588,11,9,2,14,0,2,1,0,0,60,39
33,6,359428,11,9,2,12,0,4,1,0,0,60,39
44,4,110908,8,11,2,14,5,4,0,0,0,25,39
22,4,227626,11,9,0,14,1,4,1,0,0,40,39
43,4,96421,9,13,0,10,4,4,0,0,0,24,28
29,4,200468,0,6,4,10,1,4,1,0,0,40,39
20,0,200061,15,10,4,0,3,4,0,0,0,40,0
37,4,179731,11,9,4,8,4,4,0,0,0,35,39
27,4,216858,10,16,4,10,1,4,1,0,0,52,39
40,4,141537,0,6,0,7,1,2,0,0,0,40,39
18,4,205004,15,10,4,8,3,4,1,0,0,26,39
23,4,184255,11,9,2,12,5,4,0,0,0,40,39
49,4,169711,8,11,2,10,0,4,1,0,0,40,11
21,4,237051,15,10,4,8,3,4,0,0,0,25,39
45,1,207107,7,12,0,1,4,1,1,0,2080,40,30
39,2,134367,11,9,4,1,3,4,0,0,0,35,39
67,4,101132,5,4,2,3,0,4,1,1797,0,40,39
31,4,123430,1,7,2,5,0,4,1,0,0,65,26
42,4,240628,9,13,2,4,5,4,0,0,0,40,39
40,4,175398,8,11,0,10,1,4,0,0,0,20,39
39,5,239755,14,15,2,10,0,4,1,0,1902,50,39
22,4,213902,4,3,4,9,2,4,0,0,0,40,8
27,7,106721,11,9,2,13,0,4,1,0,0,40,39
28,5,219705,9,13,2,4,0,4,1,5013,0,55,39
33,7,290614,11,9,2,8,0,4,1,0,0,40,39
33,6,361817,11,9,5,3,4,4,1,0,0,50,39
41,4,238355,4,3,2,5,0,4,1,0,0,40,26
36,4,189404,9,13,2,12,0,4,1,0,1977,35,39
45,4,182313,9,13,2,4,0,4,1,7688,0,50,39
52,4,168001,12,14,0,10,1,4,0,0,0,40,39
25,4,27411,9,13,0,12,1,4,0,0,0,40,39
19,4,144911,15,10,4,8,3,4,1,0,0,20,39
47,4,118972,11,9,2,14,0,4,1,0,0,50,39
25,4,98155,15,10,4,10,3,4,1,0,0,40,39
22,0,306031,15,10,4,0,3,4,1,0,0,40,39
27,4,155382,15,10,4,8,1,4,0,0,0,25,39
27,4,203776,7,12,2,4,0,4,1,0,0,55,39
59,4,328525,11,9,2,1,0,4,1,2414,0,15,39
68,0,484298,1,7,2,0,0,4,1,0,0,30,39
32,4,198068,11,9,4,14,1,4,1,0,0,60,39
25,4,133373,11,9,2,14,0,4,1,0,0,60,39
43,4,352005,9,13,2,12,0,4,1,15024,0,45,39
57,5,103948,9,13,0,10,1,4,1,0,0,80,39
44,5,456236,15,10,0,12,3,4,1,0,0,45,39
35,6,202027,12,14,2,4,0,4,1,7688,0,55,39
39,4,183892,11,9,2,7,0,4,1,0,0,40,39
28,4,407043,11,9,2,1,0,2,1,0,0,40,39
33,4,155343,11,9,2,12,0,4,1,3103,0,40,39
48,4,171807,9,13,0,8,4,4,0,0,0,56,39
24,4,88676,11,9,4,8,3,4,1,0,0,35,39
42,6,32185,9,13,2,5,0,4,1,0,0,60,39
40,4,273425,9,13,2,4,0,4,1,0,0,50,39
61,4,316359,15,10,0,12,1,4,0,0,0,40,39
47,5,212120,11,9,2,3,0,4,1,0,0,40,39
30,4,145231,7,12,0,1,3,4,0,0,1762,40,39
62,6,102631,15,10,6,5,4,4,0,0,0,50,39
50,2,234143,12,14,2,4,0,2,1,0,0,45,39
46,4,86220,9,13,0,12,1,4,0,0,0,40,39
46,4,169953,15,10,0,4,1,4,0,0,0,40,39
59,4,145574,1,7,2,1,0,4,1,0,0,40,39
23,4,289982,11,9,4,12,1,4,0,0,0,40,39
50,1,343014,15,10,2,4,0,2,1,0,0,40,39
51,6,171924,15,10,2,12,0,4,1,0,0,50,39
35,4,310290,11,9,2,14,5,2,0,0,0,40,39
20,6,112137,15,10,4,10,2,1,0,0,0,20,35
32,4,153963,11,9,0,8,4,4,0,0,0,35,39
58,0,178660,2,8,2,0,0,4,1,0,0,40,39
30,6,404062,11,9,2,10,0,4,1,0,1977,15,39
54,4,101017,5,4,2,3,0,4,1,0,0,40,39
30,4,125279,11,9,3,12,4,4,1,0,0,40,39
41,4,197093,15,10,4,8,1,2,1,0,0,20,39
18,4,199039,2,8,4,12,3,4,1,594,0,14,39
24,4,310380,15,10,3,1,3,2,0,0,0,45,39
31,4,147654,11,9,4,4,3,4,1,0,0,40,39
62,4,162825,11,9,2,7,0,4,1,0,0,40,39
35,4,126675,11,9,2,4,0,4,1,0,0,48,39
34,4,218164,11,9,0,3,4,4,1,0,0,44,39
20,4,166527,15,10,4,1,3,3,0,0,0,20,39
36,4,218490,8,11,2,12,0,4,1,0,0,60,39
26,4,291586,9,13,4,14,3,4,1,0,0,20,39
46,4,214955,4,3,0,3,1,4,0,0,2339,45,39
34,4,399386,8,11,2,3,0,4,1,0,0,53,39
32,6,92531,11,9,0,3,4,4,1,0,0,40,39
32,4,191856,12,14,2,12,5,4,0,0,0,45,39
22,4,162667,11,9,4,6,3,4,1,0,0,50,32
29,4,146949,8,11,2,10,0,4,1,0,0,43,39
30,4,110643,12,14,2,1,0,4,1,4386,0,40,39
34,4,191385,11,9,2,7,0,4,1,0,0,48,39
62,0,83439,5,4,2,0,0,4,1,0,0,40,39
36,5,180477,15,10,2,4,0,4,1,0,0,50,39
32,4,130040,11,9,0,6,1,4,1,0,0,40,39
47,4,164423,11,9,0,4,4,4,0,0,0,43,39
28,4,204516,0,6,4,14,1,4,1,0,0,45,39
36,4,336367,7,12,4,4,4,4,1,0,0,50,39
69,6,69306,15,10,2,8,5,4,0,0,0,15,39
29,4,222249,11,9,4,1,2,4,0,0,0,40,39
21,4,188793,11,9,2,12,0,3,1,0,0,35,39
17,4,183066,0,6,4,8,3,4,0,0,0,25,39
25,4,131178,11,9,4,6,3,2,1,0,0,23,39
39,6,164593,10,16,4,10,1,4,1,4787,0,40,39
22,4,79980,15,10,4,12,3,4,1,0,0,25,39
25,2,334267,15,10,2,4,0,4,1,0,0,40,39
20,0,189740,15,10,4,0,3,4,0,0,0,32,39
51,7,194475,15,10,0,10,1,4,0,0,0,40,39
18,4,165532,2,8,4,8,3,4,1,0,0,15,39
32,4,212276,9,13,2,10,0,4,1,0,0,60,39
70,4,176285,11,9,0,8,1,4,0,0,0,23,39
36,4,267556,11,9,2,3,0,4,1,4064,0,40,39
49,4,203067,15,10,2,10,0,4,1,0,0,40,39
47,4,481987,11,9,2,8,0,4,1,0,0,40,39
54,6,108435,15,10,2,14,0,4,1,2829,0,30,39
25,4,307643,11,9,2,14,0,4,1,0,0,40,39
22,4,153323,15,10,4,10,1,2,1,0,0,20,39
43,4,248094,11,9,2,7,0,4,1,0,0,40,39
22,4,188569,15,10,4,1,1,4,0,0,0,20,39
42,6,201520,11,9,2,3,0,4,1,0,0,45,39
19,4,213024,2,8,4,6,3,4,1,0,0,40,39
23,4,162228,11,9,4,14,3,4,1,0,0,40,39
33,4,178587,15,10,5,10,4,4,0,0,0,37,39
54,6,199741,11,9,6,3,1,4,1,0,2001,35,39
63,6,344128,9,13,2,12,0,4,1,0,0,50,39
33,4,142383,7,12,4,12,1,3,1,0,0,36,39
34,4,175878,15,10,4,3,1,4,1,0,0,40,39
28,4,472580,15,10,4,12,3,2,1,0,0,40,39
23,4,198996,11,9,4,1,1,4,0,0,0,40,39
45,1,162410,15,10,6,13,1,4,0,0,0,45,39
62,4,178745,11,9,2,3,0,4,1,0,0,45,39
21,4,315065,5,4,4,8,2,4,1,0,0,48,26
59,4,157305,13,1,4,7,1,4,1,0,0,40,6
48,4,304791,15,10,6,1,1,4,0,0,0,40,39
46,4,102308,11,9,2,6,0,4,1,0,0,56,39
42,4,342865,11,9,2,12,0,4,1,0,0,40,39
50,2,218382,15,10,0,8,4,2,0,0,0,40,39
38,6,342635,9,13,2,10,0,4,1,0,0,70,39
51,4,189762,15,10,2,4,5,4,0,0,0,15,39
24,4,199444,9,13,4,4,3,4,0,0,0,15,39
45,4,187226,7,12,2,6,0,4,1,0,0,40,39
59,4,207391,11,9,0,7,1,4,1,0,0,40,39
34,4,97355,15,10,0,12,1,4,0,0,0,60,39
25,4,503012,4,3,4,3,1,4,1,0,0,40,26
25,4,197728,15,10,4,1,3,4,0,0,0,40,39
23,4,216639,9,13,4,13,1,4,0,0,0,40,39
40,4,308027,11,9,6,8,4,2,0,0,0,40,39
19,4,358631,11,9,4,1,1,4,1,0,0,25,39
38,4,54317,15,10,2,7,0,4,1,0,0,60,39
55,4,147989,15,10,2,3,0,4,1,5013,0,52,39
38,4,207202,11,9,2,7,0,4,1,0,0,48,39
29,4,349154,0,6,5,5,4,4,0,0,0,40,13
47,7,187087,9,13,2,4,0,4,1,0,0,40,39
48,4,313925,7,12,2,10,5,4,0,0,0,30,39
65,6,167414,11,9,2,4,0,4,1,0,0,59,39
54,4,225599,12,14,2,10,0,1,1,7298,0,40,19
22,2,50065,9,13,4,10,1,4,0,0,0,35,39
59,4,515712,5,4,2,3,0,4,1,0,0,40,39
44,5,153132,9,13,2,4,0,4,1,7688,0,52,39
20,4,211968,15,10,4,10,3,4,0,0,0,15,39
27,4,166350,11,9,4,12,1,4,1,0,0,50,39
64,0,267198,14,15,2,0,0,4,1,0,0,16,39
20,1,178517,15,10,4,13,1,4,1,0,0,40,39
25,4,139730,11,9,2,3,0,4,1,0,0,80,39
28,4,201954,7,12,4,4,1,4,1,0,0,65,39
41,4,194710,11,9,4,4,1,4,0,0,0,40,39
36,6,205607,9,13,0,10,1,2,0,0,0,40,39
42,4,175943,8,11,2,4,5,4,0,7298,0,35,39
50,6,68898,12,14,2,12,0,4,1,7688,0,55,39
20,4,54152,15,10,4,1,3,4,0,0,0,30,0
44,4,335248,15,10,0,1,1,4,0,0,0,40,39
50,4,287927,11,9,2,10,5,4,0,0,0,16,39
30,6,189265,7,12,0,1,1,4,0,0,0,40,39
44,4,282062,5,4,2,3,0,4,1,0,0,40,39
29,2,148182,11,9,2,14,0,2,1,0,0,40,39
44,6,218653,9,13,0,3,3,4,1,0,0,40,39
32,4,35595,9,13,4,1,1,4,1,0,0,40,39
42,6,207392,11,9,2,12,0,4,1,0,0,12,39
30,4,342709,11,9,3,3,2,4,1,0,0,40,39
51,4,332243,9,13,0,10,1,4,1,0,0,45,39
51,7,243631,0,6,2,3,0,0,1,0,0,40,39
47,4,33865,15,10,0,4,1,4,0,0,0,48,39
35,2,103260,12,14,2,10,5,4,0,0,0,35,39
33,4,373662,3,2,3,9,1,4,0,0,0,40,13
33,4,117779,11,9,2,7,5,4,0,0,0,46,39
42,4,192712,11,9,5,8,4,4,0,0,0,25,39
43,4,112607,1,7,2,12,0,4,1,0,0,60,39
28,4,190350,6,5,2,11,5,2,0,0,0,40,39
36,4,133655,11,9,3,1,4,4,0,0,0,40,39
29,2,133327,15,10,4,5,1,4,1,0,0,40,39
38,4,215646,11,9,0,6,1,4,1,0,0,40,39
26,4,195555,9,13,4,12,1,4,0,0,0,40,39
56,4,89922,11,9,2,14,0,4,1,3103,0,45,39
47,4,152073,11,9,0,7,4,4,0,0,0,40,39
26,6,201930,11,9,2,3,0,4,1,0,0,50,39
31,2,151726,7,12,4,1,3,0,0,0,0,40,39
31,2,143392,15,10,0,1,1,4,0,0,0,35,39
35,2,233327,15,10,2,11,0,4,1,0,0,40,39
34,4,172928,11,9,2,12,0,4,1,0,0,65,39
55,4,189933,15,10,2,14,0,4,1,0,0,84,39
18,4,335665,1,7,4,8,2,2,0,0,0,24,39
40,4,197462,9,13,2,13,0,4,1,0,0,40,39
27,4,196044,15,10,2,3,0,4,1,0,0,60,39
41,4,139907,0,6,4,6,4,4,1,0,0,50,39
35,2,107233,11,9,4,1,4,0,1,0,0,55,39
37,5,163998,7,12,2,12,0,4,1,0,0,50,39
37,4,34146,11,9,2,3,0,4,1,0,0,68,39
25,2,124483,9,13,4,1,1,1,1,0,0,20,19
29,4,134890,8,11,2,5,0,4,1,0,0,40,39
41,4,36699,15,10,0,4,1,4,1,4650,0,40,39
41,4,221947,15,10,2,3,0,4,1,0,0,56,39
43,4,347934,11,9,5,12,1,4,0,0,0,30,39
78,4,111189,5,4,4,7,1,4,0,0,0,35,6
40,4,201734,15,10,4,6,1,4,1,0,0,48,39
21,4,197747,15,10,4,12,3,4,0,0,0,24,39
32,4,156464,11,9,2,3,0,4,1,0,0,40,39
27,4,110622,4,3,4,12,3,1,0,0,0,20,40
52,4,186272,11,9,0,12,1,4,1,0,0,40,39
38,5,187411,11,9,2,4,0,4,1,0,0,40,39
27,4,123984,7,12,4,8,1,1,0,0,0,35,30
30,4,186420,9,13,4,13,1,4,0,0,0,35,39
34,4,185556,15,10,4,10,1,4,0,0,0,12,39
33,6,37939,9,13,2,3,0,4,1,0,0,35,39
64,0,205479,9,13,2,0,0,4,1,0,0,50,39
56,4,186556,15,10,2,3,0,4,1,0,0,50,39
48,4,237525,9,13,2,4,0,4,1,7688,0,65,39
19,7,165289,15,10,4,8,3,4,0,0,0,40,39
37,4,251396,7,12,2,4,0,4,1,0,0,65,39
75,6,218521,15,10,3,3,1,4,1,0,0,30,39
27,4,224849,11,9,2,3,0,4,1,0,0,40,39
29,0,410351,9,13,4,0,1,4,1,0,0,40,39
22,4,138542,15,10,2,6,0,4,1,0,0,35,39
29,0,95108,11,9,4,0,1,4,1,0,0,40,39
67,6,36876,11,9,2,5,0,4,1,0,0,55,39
50,6,95577,11,9,2,8,5,4,0,0,0,12,0
36,4,266461,11,9,4,14,3,2,1,0,0,48,39
27,0,308995,15,10,0,0,3,2,0,0,0,40,39
35,4,110668,11,9,2,7,5,2,0,0,0,35,39
21,4,124589,11,9,4,12,3,4,0,0,0,40,39
27,7,194773,12,14,4,10,1,4,0,0,0,50,11
51,0,167651,11,9,2,0,0,4,1,0,0,40,39
61,4,119684,14,15,2,10,0,4,1,15024,0,20,39
51,6,141388,11,9,2,5,0,4,1,0,0,55,39
35,4,320451,12,14,2,4,0,1,1,0,0,65,17
26,6,258306,0,6,2,5,0,4,1,0,0,99,39
45,7,35969,12,14,2,10,0,4,1,0,0,60,39
32,4,101352,15,10,2,13,5,4,0,0,0,32,39
55,4,206487,15,10,2,10,0,4,1,0,0,40,39
22,4,29810,15,10,4,14,3,4,0,0,0,30,39
62,4,136314,15,10,2,1,5,4,0,0,0,40,39
51,2,159755,12,14,2,10,0,4,1,0,0,40,39
66,4,116468,12,14,2,10,0,4,1,2936,0,20,39
36,4,138441,15,10,4,7,3,4,1,0,0,40,39
71,2,303860,12,14,6,4,1,4,1,2050,0,20,39
41,4,187802,15,10,4,6,1,4,1,0,0,40,39
90,0,225063,15,10,4,0,3,1,1,0,0,10,35
43,7,241506,9,13,0,10,4,4,0,1506,0,36,39
34,4,342709,12,14,2,4,0,4,1,0,0,40,39
27,4,129629,8,11,4,13,2,4,0,0,0,36,39
37,1,40955,15,10,4,8,3,4,1,0,0,40,24
33,4,233107,6,5,2,3,0,4,1,0,0,33,26
46,4,155489,7,12,2,3,0,4,1,0,0,44,39
30,4,103596,11,9,4,11,1,4,1,0,0,99,39
19,4,415354,0,6,0,8,1,4,0,0,0,40,39
55,2,143949,12,14,2,10,5,4,0,3103,0,45,39
37,4,193855,11,9,2,3,0,4,1,0,1902,50,39
25,4,101684,0,6,2,14,0,4,1,0,0,40,39
39,2,113253,9,13,2,10,5,4,0,0,0,50,39
21,4,228255,15,10,4,8,3,4,1,0,0,30,39
19,0,60688,15,10,4,0,3,4,1,0,0,35,39
34,4,281852,11,9,4,14,1,2,1,0,0,80,39
26,4,215384,9,13,4,4,1,4,1,0,1974,55,39
53,2,324021,15,10,0,8,1,4,0,0,0,40,39
35,4,241001,11,9,2,7,0,4,1,0,0,44,39
49,6,43479,15,10,2,3,0,4,1,0,0,40,39
47,0,89806,15,10,0,0,1,0,0,0,0,35,39
19,4,266635,11,9,4,8,3,2,1,0,0,30,39
71,6,163293,14,15,2,5,0,4,1,0,0,2,39
30,2,200892,12,14,2,10,0,4,1,0,0,40,39
24,4,190290,8,11,2,3,0,4,1,0,0,45,39
34,4,376979,6,5,4,3,1,4,1,0,0,40,39
64,6,352712,8,11,2,5,0,4,1,0,0,55,39
65,4,213477,12,14,0,12,1,4,1,0,0,28,39
61,0,229744,3,2,2,0,0,4,1,3942,0,20,26
25,4,169124,9,13,4,1,3,4,1,0,0,40,39
34,6,213226,9,13,2,4,0,4,1,0,1485,35,0
28,6,315417,14,15,4,10,1,4,1,2176,0,40,39
55,4,135803,9,13,2,4,0,3,1,0,1579,35,19
27,4,217200,15,10,4,10,1,4,1,0,0,40,39
50,4,146310,6,5,2,7,0,4,1,0,0,40,39
40,7,175304,15,10,0,12,1,4,0,0,0,40,39
42,4,141186,15,10,4,8,3,4,0,0,0,40,39
53,4,167651,11,9,2,3,0,4,1,0,0,40,39
39,1,184964,15,10,0,1,1,4,1,0,0,40,39
49,4,195727,9,13,2,4,0,4,1,0,0,40,39
20,4,411862,8,11,4,8,1,4,1,0,0,30,39
28,4,123147,15,10,4,13,1,4,0,4865,0,40,39
45,4,165937,11,9,0,14,3,4,1,0,0,60,39
45,4,191703,11,9,4,1,3,2,0,0,0,40,39
23,4,103064,9,13,4,13,1,4,0,0,0,40,39
69,4,114801,11,9,2,8,0,4,1,0,0,20,39
35,4,108907,11,9,5,7,4,4,1,0,0,40,39
21,4,209955,11,9,4,3,1,4,1,0,0,48,39
36,4,184456,14,15,4,4,1,4,1,27828,0,50,39
56,5,208809,11,9,2,12,0,4,1,0,1902,40,39
30,4,203488,11,9,4,3,3,4,1,0,0,50,39
31,4,61308,0,6,4,8,1,4,1,0,0,40,39
44,4,261497,11,9,2,6,0,2,1,0,0,40,0
40,4,146908,10,16,2,10,0,4,1,0,0,60,39
63,4,237379,0,6,2,14,0,4,1,0,0,40,39
18,4,87157,2,8,4,8,3,4,1,0,0,25,39
46,0,443179,9,13,0,0,1,4,0,0,0,8,39
54,7,103179,10,16,2,4,0,4,1,0,1902,50,39
17,0,406920,0,6,4,0,3,4,1,0,0,40,39
55,4,177380,11,9,0,1,1,4,0,0,0,29,39
38,4,58108,9,13,2,4,0,4,1,0,0,50,39
