Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
2,1,32.5,1,0,132,30.0708,-1,0
2,0,25.0,1,1,133,30.0,-1,2
2,1,51.0,0,0,622,12.525,-1,2
3,1,25.0,1,0,328,7.775,-1,2
2,1,21.0,2,0,621,73.5,-1,2
1,0,22.0,1,0,36,66.6,61,2
1,0,16.0,0,1,591,39.4,99,2
3,1,8.0,4,1,480,29.125,-1,1
1,0,54.0,1,0,599,59.4,-1,0
3,1,29.0,0,0,311,9.5,-1,2
2,1,0.83,1,1,237,18.75,-1,2
2,1,25.0,1,2,634,41.5792,-1,0
2,1,32.0,2,0,621,73.5,-1,2
1,1,46.0,1,0,678,61.175,122,2
3,1,21.0,0,0,268,8.6625,-1,2
2,1,27.0,0,0,105,13.0,-1,2
2,0,36.0,1,0,110,26.0,-1,2
1,0,16.0,0,0,0,86.5,42,2
3,1,29.0,0,0,259,7.875,-1,2
2,1,28.0,0,0,565,10.5,-1,2
1,0,44.0,0,0,604,27.7208,28,0
1,0,40.0,1,1,81,134.5,124,0
3,1,30.0,0,0,654,8.05,-1,2
3,1,70.5,0,0,460,7.75,-1,1
1,0,2.0,1,2,37,151.55,62,2
3,1,32.0,0,0,80,56.4958,-1,2
3,1,25.0,0,0,350,7.8958,-1,2
3,0,16.0,0,0,445,7.75,-1,1
2,1,29.0,1,0,53,21.0,-1,2
3,1,45.5,0,0,177,7.225,-1,0
2,1,29.0,1,0,633,27.7208,-1,0
1,1,37.0,0,1,594,29.7,54,0
3,0,9.0,3,2,337,27.9,-1,2
3,1,21.0,0,0,659,7.925,-1,2
2,0,17.0,0,0,637,10.5,-1,2
2,1,19.0,0,0,231,10.5,-1,2
2,1,66.0,0,0,549,10.5,-1,2
3,1,32.0,0,0,665,7.925,-1,2
1,0,56.0,0,1,59,83.1583,70,0
2,0,24.0,2,3,237,18.75,-1,2
3,0,22.0,0,0,508,10.5167,-1,2
1,0,31.0,1,0,416,113.275,103,0
2,1,39.0,0,0,170,26.0,-1,2
2,0,24.0,1,2,106,65.0,-1,2
1,0,17.0,1,0,611,108.9,74,0
1,0,25.0,1,2,37,151.55,62,2
1,1,25.0,1,0,64,91.0792,31,0
3,1,36.0,1,0,396,15.55,-1,2
3,0,2.0,4,2,333,31.275,-1,2
3,1,34.5,0,0,205,6.4375,-1,0
1,0,50.0,0,0,593,28.7125,69,0
1,0,60.0,1,0,4,75.25,104,0
2,1,28.0,0,1,155,33.0,-1,2
1,1,11.0,1,2,33,120.0,47,2
3,1,0.42,0,1,174,8.5167,-1,0
3,0,2.0,3,2,337,27.9,-1,2
3,1,27.0,1,0,188,14.4542,-1,0
2,1,16.0,0,0,139,26.0,-1,2
3,0,25.0,0,0,325,7.775,-1,2
3,1,20.0,1,1,187,15.7417,-1,0
3,1,28.5,0,0,495,16.1,-1,2
3,1,21.0,0,0,522,7.8,-1,2
3,0,18.0,0,1,211,14.4542,-1,0
1,1,34.0,0,0,45,26.55,-1,2
2,1,3.0,1,1,237,18.75,-1,2
1,1,37.0,1,1,54,52.5542,102,2
2,1,31.0,1,1,556,26.25,-1,2
3,1,22.0,0,0,304,9.0,-1,2
3,1,25.0,1,0,377,17.8,-1,2
2,0,44.0,1,0,144,26.0,-1,2
1,0,22.0,0,0,37,151.55,-1,2
2,0,30.0,0,0,124,12.35,-1,1
3,1,38.0,0,0,263,8.6625,-1,2
2,0,40.0,0,0,257,13.0,-1,2
