,age,gender,education,ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,alcohol,amphetamines,amylNitrite,benzodiazepine,caffeine,cannabis,chocolate,cocaine,crack,ecstasy,heroin,ketamine,legal,LSD,methadone,mushrooms,nicotine,volatileSubstance
28,1.09449,-0.48246000000000006,1.98437,-0.31685,-1.32828,1.74091,0.8830899999999999,0.9415600000000001,1.81175,-0.21711999999999998,-0.52593,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
29,1.09449,-0.48246000000000006,-1.7379,-0.31685,0.31287,-0.80615,-1.2755299999999998,-1.47955,-0.65253,-1.37983,0.07987000000000001,6,1,1,1,6,2,6,1,0,0,1,0,1,1,1,1,2,0
30,0.49788000000000004,0.48246000000000006,-1.7379,-0.31685,-1.1943,-0.80615,0.14143,-0.60633,-0.00665,-1.37983,-0.8463700000000001,3,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,1,0
31,0.49788000000000004,-0.48246000000000006,0.45468000000000003,-0.31685,-0.79151,-1.23177,-0.019280000000000002,0.43851999999999997,-0.00665,0.19268,-0.8463700000000001,6,1,1,0,6,3,6,0,0,0,0,0,0,0,0,1,6,0
32,-0.9519700000000001,-0.48246000000000006,0.45468000000000003,-0.31685,0.41667,-0.30033000000000004,0.29338000000000003,1.2861,-0.14277,-0.71126,-1.5485799999999998,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
33,0.49788000000000004,-0.48246000000000006,0.45468000000000003,0.1144,1.02119,0.63779,0.8830899999999999,-2.90161,-0.78155,0.52975,1.92173,4,2,1,1,5,2,5,2,1,1,1,2,1,1,1,1,5,1
34,2.59171,-0.48246000000000006,-2.43591,-0.31685,-0.24649000000000001,-0.80615,-2.63199,-0.30172,-0.78155,0.52975,-1.5485799999999998,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0
35,0.49788000000000004,-0.48246000000000006,0.45468000000000003,-0.31685,-0.24649000000000001,-0.57545,-0.17779,-0.01729,-1.5184,-0.21711999999999998,-0.21575,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0
36,1.82213,-0.48246000000000006,-2.43591,-0.31685,0.31287,0.32197,1.0623799999999999,0.13136,-0.65253,0.52975,-0.52593,6,1,2,1,6,3,4,1,0,0,0,0,0,1,0,1,6,0
37,1.09449,-0.48246000000000006,0.45468000000000003,-0.31685,-1.5507799999999998,1.2861,0.29338000000000003,-0.01729,0.7583,-0.21711999999999998,-0.8463700000000001,6,1,0,0,4,1,5,0,0,0,0,0,0,0,0,1,1,0
38,2.59171,0.48246000000000006,-0.059210000000000006,-0.31685,-0.24649000000000001,-0.9477899999999999,-1.1190200000000001,-0.7609600000000001,0.41594,-1.37983,-0.21575,6,0,0,0,6,1,6,0,0,0,0,0,1,0,4,0,1,0
39,0.49788000000000004,-0.48246000000000006,1.16365,-0.31685,0.04257,-0.43998999999999994,-0.019280000000000002,-2.07848,0.7583,-0.71126,0.07987000000000001,5,1,0,2,6,0,6,0,0,0,0,0,0,0,0,0,1,0
40,0.49788000000000004,0.48246000000000006,0.45468000000000003,-0.31685,0.82562,0.0033200000000000005,1.0623799999999999,1.81866,-0.40581,-0.21711999999999998,-0.21575,4,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,1,0
41,0.49788000000000004,-0.48246000000000006,1.16365,-0.31685,-0.14882,-0.9477899999999999,-1.2755299999999998,-0.01729,-0.65253,-0.21711999999999998,-0.52593,6,0,3,5,6,2,4,6,0,4,0,2,2,0,0,0,1,0
42,0.49788000000000004,-0.48246000000000006,-0.059210000000000006,-0.31685,-0.92104,-0.57545,-0.31776,-0.15487,-1.0145,-0.21711999999999998,-0.21575,6,2,2,0,6,3,6,3,0,2,0,0,0,2,0,0,6,0
43,-0.07854,-0.48246000000000006,0.45468000000000003,0.1144,-1.05308,1.45421,0.44585,1.2861,0.9394899999999999,-0.21711999999999998,0.07987000000000001,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0
44,-0.07854,0.48246000000000006,0.45468000000000003,-0.31685,-0.46725,0.47617,1.24033,0.9415600000000001,1.6308799999999999,-1.37983,-2.07848,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
45,1.09449,0.48246000000000006,-0.6111300000000001,-0.31685,0.31287,0.63779,-1.1190200000000001,0.28783000000000003,1.46191,-0.71126,-0.8463700000000001,3,0,0,0,6,1,4,0,0,0,0,0,0,1,0,0,2,1
46,1.09449,-0.48246000000000006,1.16365,-0.31685,-2.05048,0.80523,0.29338000000000003,0.9415600000000001,1.1340700000000001,-2.55524,-1.18084,5,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0
47,1.09449,-0.48246000000000006,-1.7379,-0.31685,0.13606,-0.80615,-0.31776,-0.15487,-0.65253,0.19268,-0.8463700000000001,6,1,1,0,6,5,6,1,0,0,0,0,0,0,0,1,6,0
48,-0.07854,0.48246000000000006,1.16365,-0.22166,0.82562,-0.57545,-1.97495,-0.91699,0.25953000000000004,0.52975,1.2247,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,5,0
49,0.49788000000000004,-0.48246000000000006,1.16365,-0.31685,1.02119,-0.15487,-0.17779,-1.21213,-0.00665,-0.71126,-0.8463700000000001,6,1,2,1,6,3,6,2,0,3,0,0,2,1,0,3,6,0
50,1.09449,-0.48246000000000006,-0.059210000000000006,-0.31685,1.13281,0.9624799999999999,-0.58331,-0.91699,-1.92173,1.8620299999999999,1.92173,2,1,1,1,6,2,6,1,0,0,0,0,0,1,0,1,2,0
51,1.82213,0.48246000000000006,0.45468000000000003,-0.31685,-0.14882,0.0033200000000000005,-1.42424,0.28783000000000003,-0.78155,0.52975,-1.5485799999999998,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0
52,1.09449,-0.48246000000000006,1.16365,-0.31685,-1.43907,-0.15487,1.0623799999999999,0.28783000000000003,0.25953000000000004,-0.21711999999999998,-0.21575,5,1,1,0,6,1,5,1,0,1,0,0,0,1,0,1,1,0
53,1.82213,-0.48246000000000006,-1.7379,-0.31685,0.04257,1.11406,-0.58331,-1.07533,-1.13788,1.29221,1.2247,6,0,0,0,6,2,6,6,0,3,0,0,3,1,0,1,1,0
54,1.82213,0.48246000000000006,-0.059210000000000006,-0.31685,0.04257,-0.69509,-1.1190200000000001,-0.45321000000000006,-0.40581,-1.37983,-2.07848,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
55,0.49788000000000004,0.48246000000000006,-0.6111300000000001,-0.31685,0.04257,0.0033200000000000005,-1.68062,-0.01729,0.25953000000000004,-1.37983,-1.5485799999999998,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
56,-0.07854,0.48246000000000006,0.45468000000000003,-0.31685,-0.58016,0.63779,-1.97495,0.28783000000000003,0.7583,-0.71126,-0.52593,1,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0
57,1.09449,-0.48246000000000006,-1.22751,-0.31685,0.22393000000000002,0.63779,-0.019280000000000002,-0.45321000000000006,-0.40581,1.8620299999999999,1.2247,5,1,1,0,6,5,5,5,2,3,1,3,3,1,0,2,6,1
58,1.09449,-0.48246000000000006,0.45468000000000003,-0.31685,-0.46725,-1.23177,-1.2755299999999998,-1.6209,-0.14277,-1.37983,-1.5485799999999998,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
59,-0.07854,0.48246000000000006,1.98437,-0.31685,1.37297,0.32197,0.29338000000000003,-0.30172,-0.27607,-1.37983,0.07987000000000001,5,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,1,0
60,1.09449,-0.48246000000000006,1.16365,-0.50212,-2.21844,1.58487,1.24033,0.13136,1.3061200000000002,-1.37983,-1.18084,5,1,0,0,4,1,5,0,0,0,0,0,0,0,0,1,0,1
61,-0.07854,-0.48246000000000006,0.45468000000000003,-0.31685,-0.58016,-1.37639,-1.82919,-1.34289,0.41594,-1.37983,-1.18084,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0
62,1.09449,-0.48246000000000006,0.45468000000000003,-0.31685,1.02119,-0.30033000000000004,-0.71727,-0.60633,-0.00665,-1.37983,-1.18084,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0
63,1.09449,-0.48246000000000006,1.98437,-0.31685,-1.5507799999999998,0.47617,1.0623799999999999,-0.45321000000000006,0.9394899999999999,-1.37983,-0.52593,6,1,0,1,6,6,5,4,0,0,0,0,0,1,0,1,1,0
64,0.49788000000000004,-0.48246000000000006,-0.6111300000000001,-0.31685,0.73545,0.47617,-0.8473200000000001,1.11406,0.5848899999999999,0.52975,-0.21575,5,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0
65,1.09449,-0.48246000000000006,-1.7379,-0.31685,-1.05308,-0.69509,-1.1190200000000001,1.2861,0.41594,-0.71126,-1.18084,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
66,-0.07854,-0.48246000000000006,1.16365,-0.31685,-0.34799,-0.30033000000000004,1.0623799999999999,-0.91699,-0.14277,0.88113,-0.21575,5,1,1,0,6,2,5,1,0,0,0,0,0,1,0,1,5,0
67,0.49788000000000004,-0.48246000000000006,-0.059210000000000006,-0.31685,-0.92104,0.0033200000000000005,0.29338000000000003,-0.15487,-0.27607,-0.21711999999999998,0.07987000000000001,5,1,1,0,5,2,6,3,0,2,0,1,1,1,0,1,1,0
68,1.09449,0.48246000000000006,-1.7379,-0.31685,-0.051879999999999996,-0.69509,-1.68062,0.28783000000000003,-0.00665,-1.37983,-0.8463700000000001,6,0,0,6,1,0,6,0,0,0,0,0,0,0,0,0,1,0
69,-0.07854,-0.48246000000000006,-0.6111300000000001,-0.31685,-0.34799,-0.30033000000000004,0.14143,-1.92595,-0.27607,0.52975,0.7654,6,2,1,0,4,2,6,3,0,3,0,2,2,2,0,0,2,1
70,1.09449,0.48246000000000006,-1.22751,-0.31685,-0.46725,1.11406,-0.31776,1.11406,0.12330999999999999,-2.55524,-0.8463700000000001,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,6,0
71,1.09449,-0.48246000000000006,-1.22751,-0.31685,-1.5507799999999998,0.9624799999999999,-0.019280000000000002,0.43851999999999997,0.9394899999999999,0.19268,0.40148,6,1,1,0,6,1,5,0,0,0,0,0,0,0,0,0,2,0
72,1.09449,-0.48246000000000006,-0.059210000000000006,-0.31685,-0.67825,-0.57545,-0.31776,0.28783000000000003,1.1340700000000001,-0.71126,-0.21575,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0
73,2.59171,0.48246000000000006,-1.7379,-0.31685,-1.1943,-1.7625,-2.8595,-1.47955,0.25953000000000004,0.52975,-2.07848,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0
74,-0.07854,-0.48246000000000006,0.45468000000000003,-0.31685,-0.14882,0.16767,-1.55521,-0.7609600000000001,-0.40581,0.52975,-0.21575,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0
75,1.09449,0.48246000000000006,-1.43719,-0.31685,-0.34799,-0.69509,-1.55521,0.43851999999999997,0.5848899999999999,-2.55524,-2.07848,4,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0
76,0.49788000000000004,-0.48246000000000006,0.45468000000000003,-0.31685,0.13606,-1.6334,-0.58331,-1.21213,-0.40581,-0.21711999999999998,-2.07848,3,1,0,0,6,2,5,1,0,1,0,0,0,1,0,0,6,0
77,0.49788000000000004,-0.48246000000000006,-0.6111300000000001,-0.31685,-0.79151,-0.80615,-2.09015,-1.6209,-2.18109,-2.55524,-1.18084,6,0,1,0,6,1,5,1,0,1,0,0,0,0,0,0,3,1
78,0.49788000000000004,-0.48246000000000006,-0.059210000000000006,-0.31685,-0.34799,-0.80615,-1.97495,1.11406,-0.65253,-0.21711999999999998,-0.21575,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0
79,2.59171,0.48246000000000006,1.98437,-0.31685,0.04257,0.32197,0.44585,-0.15487,1.46191,-0.21711999999999998,-0.21575,6,0,0,3,6,1,5,1,0,0,0,0,0,0,0,0,0,0
80,1.82213,0.48246000000000006,0.45468000000000003,-0.31685,-0.79151,-1.23177,-0.019280000000000002,-0.91699,-0.14277,0.88113,0.40148,5,1,1,1,6,2,6,1,0,0,1,0,0,1,1,1,1,0
81,1.82213,-0.48246000000000006,1.16365,-0.31685,-2.05048,1.45421,-0.97631,0.59042,1.46191,-0.21711999999999998,-1.18084,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
82,1.82213,0.48246000000000006,-1.43719,-0.22166,1.02119,-0.9477899999999999,-1.1190200000000001,1.45039,-1.6410099999999999,0.19268,-0.21575,3,0,0,5,6,1,6,0,0,0,0,0,0,0,0,0,6,0
83,1.09449,-0.48246000000000006,-1.7379,-0.31685,-0.34799,0.16767,-0.31776,-0.30172,-0.14277,-1.37983,0.07987000000000001,5,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0
84,-0.07854,0.48246000000000006,-1.22751,-0.31685,-0.46725,0.0033200000000000005,-1.55521,0.13136,0.41594,0.52975,1.2247,3,0,1,0,6,1,6,0,0,0,0,0,0,0,0,0,6,0
85,0.49788000000000004,-0.48246000000000006,-0.6111300000000001,-0.31685,0.73545,-0.15487,-1.1190200000000001,0.13136,-0.14277,-0.21711999999999998,0.40148,5,0,1,0,6,1,5,0,0,0,0,0,0,0,0,0,6,0
86,1.82213,-0.48246000000000006,-1.7379,-0.31685,-0.92104,0.16767,-0.45174,-0.30172,0.25953000000000004,-0.71126,0.40148,5,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0
87,0.49788000000000004,0.48246000000000006,-0.6111300000000001,-0.31685,0.31287,-1.92173,-1.42424,-0.7609600000000001,-0.52745,-1.37983,-2.07848,3,0,1,1,6,2,6,0,0,0,0,0,0,0,0,1,1,0
88,0.49788000000000004,0.48246000000000006,1.16365,-0.31685,0.9109299999999999,-0.57545,0.29338000000000003,-0.60633,-0.27607,0.52975,-0.21575,5,1,1,2,6,0,5,0,0,0,0,0,0,1,0,1,0,1
89,0.49788000000000004,0.48246000000000006,1.16365,-0.31685,1.37297,0.32197,0.7233,0.28783000000000003,-0.78155,-1.37983,0.07987000000000001,6,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,4,0
90,0.49788000000000004,-0.48246000000000006,-0.059210000000000006,-0.31685,0.41667,-0.43998999999999994,0.7233,0.28783000000000003,0.7583,0.88113,0.7654,2,0,0,3,6,1,0,0,0,0,0,0,0,1,0,1,1,0
91,-0.07854,-0.48246000000000006,-1.22751,-0.31685,-1.5507799999999998,-0.30033000000000004,-0.45174,0.28783000000000003,-0.00665,-0.71126,-0.8463700000000001,4,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0
92,2.59171,0.48246000000000006,-1.7379,-0.31685,-0.14882,-0.80615,-0.97631,0.7609600000000001,0.41594,-1.37983,-1.5485799999999998,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
93,1.09449,-0.48246000000000006,1.16365,-0.31685,-0.67825,-0.57545,-0.97631,0.59042,-0.14277,-1.37983,-2.07848,5,0,0,3,6,2,5,0,0,0,0,0,0,0,0,0,3,0
94,1.09449,-0.48246000000000006,1.16365,-0.31685,-0.46725,0.32197,1.0623799999999999,-1.6209,1.1340700000000001,0.52975,-0.21575,6,1,1,1,6,1,6,1,0,0,0,0,0,1,0,1,1,0
95,0.49788000000000004,0.48246000000000006,0.45468000000000003,-0.31685,0.13606,-1.09207,0.29338000000000003,-0.15487,0.7583,-1.37983,-1.5485799999999998,4,1,0,0,6,2,6,1,0,0,0,0,0,1,0,1,3,0
96,1.09449,0.48246000000000006,1.16365,-0.31685,-0.46725,0.63779,-0.31776,-0.60633,-1.13788,0.19268,-0.8463700000000001,5,1,0,1,6,1,5,1,0,0,0,0,0,0,0,0,2,0
97,0.49788000000000004,-0.48246000000000006,1.98437,-0.31685,-1.1943,-0.43998999999999994,-0.019280000000000002,-0.60633,0.9394899999999999,-0.21711999999999998,1.2247,4,1,0,0,6,1,4,1,0,0,0,0,0,1,0,1,2,0
98,-0.07854,0.48246000000000006,0.45468000000000003,-0.31685,-0.67825,3.00537,0.7233,0.9415600000000001,1.6308799999999999,0.52975,0.40148,6,2,0,3,6,3,5,0,0,1,0,0,0,0,0,0,5,0
99,-0.07854,-0.48246000000000006,1.16365,-0.31685,-1.05308,2.57309,0.58331,-1.47955,-0.40581,-0.21711999999999998,1.2247,6,3,3,4,6,6,5,3,0,3,0,3,2,2,0,3,0,0
100,1.09449,0.48246000000000006,-1.7379,-0.31685,-0.58016,0.47617,-1.68062,-0.15487,0.9394899999999999,-1.37983,-0.8463700000000001,4,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,6,0
101,1.09449,-0.48246000000000006,-1.22751,-0.31685,-0.58016,1.2861,1.43533,-1.34289,-0.00665,-0.71126,1.2247,6,1,3,4,6,1,4,4,1,2,2,1,1,2,0,2,1,0
102,1.09449,0.48246000000000006,-0.059210000000000006,-0.31685,0.04257,0.63779,-0.31776,-0.30172,0.12330999999999999,0.19268,0.7654,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
103,-0.07854,0.48246000000000006,-0.6111300000000001,-0.31685,-0.92104,0.16767,-0.17779,1.11406,0.5848899999999999,-0.71126,0.07987000000000001,5,0,0,0,6,6,6,2,0,2,0,0,0,0,0,2,6,0
104,0.49788000000000004,-0.48246000000000006,-0.059210000000000006,-0.31685,-2.21844,0.47617,-1.82919,-0.7609600000000001,2.04506,-1.37983,-1.5485799999999998,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
105,-0.07854,0.48246000000000006,-0.6111300000000001,-0.31685,1.02119,-0.30033000000000004,-1.82919,0.28783000000000003,-0.40581,-1.37983,-0.8463700000000001,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
106,0.49788000000000004,0.48246000000000006,-1.7379,-0.31685,0.13606,0.0033200000000000005,-1.2755299999999998,-0.7609600000000001,0.5848899999999999,0.52975,-0.21575,5,3,0,0,6,0,6,3,0,0,0,0,0,0,0,0,6,0
107,-0.07854,0.48246000000000006,0.45468000000000003,-0.31685,-0.46725,2.127,0.14143,0.13136,0.7583,1.8620299999999999,1.2247,5,0,0,3,6,3,6,4,0,0,0,0,0,0,0,0,1,0
108,1.09449,0.48246000000000006,-0.6111300000000001,-0.31685,-0.79151,0.47617,-1.42424,-0.91699,-0.52745,-0.71126,0.07987000000000001,5,1,0,0,6,2,6,0,0,0,0,0,0,0,0,0,3,0
109,1.09449,-0.48246000000000006,1.16365,-0.50212,-0.14882,0.32197,0.14143,-0.30172,-0.14277,0.19268,-0.52593,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
110,-0.07854,-0.48246000000000006,1.16365,-0.31685,0.31287,-1.09207,-0.8473200000000001,-0.60633,-0.65253,0.19268,0.40148,6,1,0,0,6,3,0,0,0,0,0,0,0,1,0,1,0,0
111,-0.07854,0.48246000000000006,0.45468000000000003,-0.31685,-1.1943,0.32197,0.8830899999999999,-1.21213,-0.78155,-0.21711999999999998,-0.21575,3,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,6,0
112,1.09449,0.48246000000000006,-0.059210000000000006,-0.31685,0.04257,0.63779,0.29338000000000003,0.13136,0.7583,0.19268,-0.21575,4,0,0,1,6,2,4,0,0,0,0,0,0,0,0,0,6,0
113,0.49788000000000004,-0.48246000000000006,-0.6111300000000001,-0.31685,-2.3436,1.9388599999999998,1.43533,-0.7609600000000001,-1.3850200000000001,1.8620299999999999,1.2247,4,1,1,2,6,6,4,1,0,2,2,2,0,2,0,2,6,0
114,-0.07854,0.48246000000000006,-0.059210000000000006,-0.31685,0.22393000000000002,-0.57545,-0.8473200000000001,0.28783000000000003,1.1340700000000001,-1.37983,-2.07848,5,1,2,0,6,2,5,2,0,2,0,0,0,1,0,2,6,0
115,0.49788000000000004,-0.48246000000000006,-0.059210000000000006,-0.31685,0.62967,-0.57545,0.14143,-1.772,-0.40581,0.52975,-0.21575,4,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,6,0
116,-0.07854,0.48246000000000006,0.45468000000000003,-0.31685,1.6038299999999999,0.80523,1.43533,0.13136,-1.13788,0.52975,0.40148,5,1,1,3,6,1,5,3,0,3,2,2,2,2,0,3,4,0
117,0.49788000000000004,0.48246000000000006,-0.6111300000000001,-0.31685,1.8399,-1.92173,-2.39883,1.11406,0.25953000000000004,-0.21711999999999998,-1.5485799999999998,5,0,0,6,6,1,6,0,0,0,0,0,0,1,1,0,6,0
118,0.49788000000000004,0.48246000000000006,0.45468000000000003,-0.31685,-0.34799,0.63779,-0.97631,0.28783000000000003,1.46191,-0.21711999999999998,-0.8463700000000001,5,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,2,0
