RowID,conv
530097,false
381141,false
991940,false
503210,false
436607,false
718714,false
342042,false
22529,false
487368,false
282386,false
382615,false
538961,false
478357,false
500298,false
877928,false
690801,false
303771,false
56221,false
578004,false
324347,false
553137,false
395034,false
219761,false
393397,false
259737,false
191364,false
854589,false
173365,false
406016,false
535902,false
339093,false
622264,false
318723,false
581938,false
852215,false
161415,false
594280,false
192273,false
577190,false
318922,false
395428,false
49326,false
693616,false
488933,false
772722,false
456007,false
681287,false
668556,false
317433,false
188071,false
774664,false
168524,false
170266,false
33486,false
574862,false
979334,false
628786,false
876673,false
239414,false
300496,false
123081,false
938778,false
808106,false
461439,false
881869,false
481307,false
550427,false
1391146,false
545327,false
681785,false
601026,false
279806,false
333557,false
223804,false
254023,false
654050,false
326304,false
413381,false
638462,false
787245,false
378056,false
743321,false
120036,false
259319,false
831302,false
610876,false
594883,false
526921,false
548363,false
554819,false
902948,false
933842,false
391125,false
946533,false
88075,false
465187,false
749383,false
578630,false
988856,false
580815,false
318022,false
259982,false
2482767,false
653961,false
171701,false
625933,false
936794,false
292298,false
409680,false
617797,false
755949,false
523288,false
952154,false
90411,false
279123,false
685902,false
497821,false
673065,false
115224,false
423525,false
867283,false
459316,false
728907,false
931971,false
684890,false
430047,false
88047,false
495251,false
490510,false
678725,false
238165,false
261795,false
239809,false
162618,false
439863,false
229561,false
71347,false
573569,false
348317,false
736282,false
613553,false
226896,false
629569,false
486528,false
332661,false
199245,false
849814,false
550084,false
704230,false
436424,false
515112,false
1127892,false
358577,false
284239,false
862311,false
424282,false
624739,false
622844,false
492090,false
734116,false
323602,false
531546,false
955825,false
90136,false
70277,false
664478,false
789409,false
493481,false
10508,false
501533,false
43741,false
365649,false
3131817,false
87085,false
630451,false
241249,false
353819,false
18286,false
610085,false
232699,false
36864,false
31142,false
847569,false
223680,false
516338,false
706640,false
5410,false
469493,false
313306,false
865744,false
925977,false
919742,false
487656,false
734384,false
531040,false
842559,false
221978,false
360424,false
488446,false
381970,false
979944,false
14580,false
519253,false
335700,false
539592,false
608418,false
310747,false
315156,false
525602,false
16878,false
785806,false
725921,false
628312,false
996198,false
183089,false
292290,false
404442,false
572532,false
349458,false
592510,false
649559,false
94316,false
206953,false
894992,false
345613,false
884523,false
429479,false
908247,false
500464,false
858772,false
505681,false
234576,false
420227,false
254046,false
870669,false
928395,false
732700,false
350739,false
399244,false
301691,false
823962,false
905941,false
282269,false
438890,false
173941,false
528483,false
901420,false
4695,false
375052,false
143555,false
544909,false
563644,false
550935,false
9325,false
637927,false
901227,false
443807,false
116386,false
657126,false
207022,false
485694,false
542401,false
55391,false
540366,false
755660,false
928289,false
267140,false
61024,false
836671,false
301427,false
451763,false
662084,false
616913,false
241534,false
502794,false
572473,false
642127,false
58046,false
648613,false
383481,false
191185,false
586476,false
681030,false
60745,false
617759,false
208687,false
377677,false
49539,false
33338,false
813765,false
614961,false
732936,false
90908,false
121709,false
516627,false
355270,false
491172,false
961974,false
613115,false
852852,false
57044,false
694833,false
368956,false
995783,false
326645,false
882878,false
918722,false
119203,false
1929971,false
74315,false
617511,false
347572,false
579989,false
619390,false
461678,false
665897,false
409032,false
524831,false
689505,false
438330,false
680692,false
26702,false
629352,false
1502512,false
606278,false
802199,false
808111,false
194055,false
552925,false
569875,false
441240,false
861264,false
191509,false
417864,false
223585,false
233707,false
456987,false
984385,false
744743,false
389726,false
409040,false
756677,false
639196,false
841725,false
207330,false
271228,false
830023,false
308730,false
731854,false
853384,false
801688,false
1365145,false
347663,false
739931,false
574339,false
137868,false
275153,false
191722,false
335751,false
341421,false
111550,false
646210,false
748028,false
458439,false
745208,false
46623,false
707645,false
799207,false
497408,false
935797,false
434315,false
45605,false
476779,false
70994,false
52396,false
281790,false
785801,false
854860,false
248088,false
668938,false
498053,false
3074286,false
921178,false
960427,false
196464,false
661571,false
683121,false
703309,false
641988,false
18794,false
756482,false
397540,false
166585,false
903212,false
901915,false
120378,false
456688,false
959664,false
399600,false
919147,false
572041,false
730834,false
796905,false
730435,false
726465,false
202612,false
522443,false
224224,false
188559,false
433073,false
994891,false
662170,false
752913,false
883120,false
738290,false
110884,false
344247,false
235345,false
90035,false
984229,false
904162,false
977464,false
58581,false
179424,false
385701,false
840228,false
288543,false
430535,false
307338,false
81828,false
77985,false
806119,false
177949,false
829067,false
926738,false
470201,false
48630,false
34386,false
503279,false
137431,false
782785,false
111177,false
394511,false
797690,false
838114,false
132441,false
263021,false
89765,false
973303,false
863602,false
643647,false
935838,false
903074,false
51501,false
481422,false
621800,false
849714,false
692411,false
431515,false
261774,false
941437,false
134683,false
585000,false
287933,false
157074,false
558846,false
71874,false
90941,false
785210,false
113908,false
3274750,false
330475,false
394680,false
98285,false
671657,false
909960,false
679139,false
529040,false
946692,false
859927,false
165384,false
248469,false
525822,false
695201,false
544871,false
994808,false
400802,false
123847,false
562520,false
846520,false
704273,false
962757,false
147681,false
521783,false
544968,false
968634,false
835766,false
181904,false
161716,false
862640,false
954048,false
916393,false
308797,false
287636,false
148677,false
151593,false
3176644,false
733691,false
544509,false
334997,false
358553,false
461210,false
469389,false
117616,false
248855,false
588084,false
875591,false
289360,false
391206,false
215389,false
685632,false
168964,false
730162,false
121398,false
363980,false
489297,false
548624,false
764967,false
309458,false
403267,false
480155,false
587337,false
611509,false
920845,false
967970,false
600316,false
26860,false
277124,false
91763,false
384650,false
560380,false
338728,false
817953,false
486436,false
993726,false
110315,false
801708,false
804068,false
621288,false
616530,false
232286,false
117729,false
319767,false
715047,false
490568,false
77179,false
553897,false
145419,false
559973,false
120511,false
949758,false
662359,false
555500,false
293061,false
815762,false
880766,false
534908,false
930488,false
173096,false
824810,false
277613,false
557053,false
575201,false
422027,false
989507,false
62039,false
240945,false
285748,false
135565,false
619623,false
794457,false
794786,false
362805,false
82204,false
5757,false
82033,false
223802,false
377219,false
364824,false
715678,false
495743,false
213973,false
141793,false
748808,false
399879,false
720272,false
764062,false
527970,false
680305,false
867926,false
552053,false
977062,false
13374,false
501462,false
514460,false
770853,false
253736,false
195745,false
83314,false
217102,false
104851,false
404584,false
451864,false
963689,false
138051,false
896287,false
237274,false
549969,false
2600115,false
112436,false
321557,false
248820,false
115648,false
191412,false
938323,false
986136,false
679954,false
197145,false
84889,false
828332,false
962276,false
654669,false
357303,false
614903,false
763537,false
379310,false
138120,false
340543,false
956981,false
560644,false
178346,false
579927,false
788752,false
654317,false
458362,false
268407,false
884801,false
864777,false
279755,false
221241,false
227406,false
989105,false
598303,false
590738,false
473549,false
599501,false
473518,false
963366,false
22800,false
712242,false
475676,false
224995,false
495112,false
688713,false
745069,false
986044,false
552188,false
913496,false
37401,false
63336,false
889455,false
128478,false
235649,false
27113,false
62409,false
579309,false
628668,false
557569,false
476126,false
822372,false
955377,false
298421,false
787468,false
483294,false
105139,false
175049,false
866547,false
355916,false
9877,false
64396,false
392468,false
889068,false
406143,false
516167,false
61808,false
659217,false
128915,false
204388,false
662957,false
984161,false
789855,false
482831,false
657538,false
266890,false
540778,false
900431,false
759840,false
427953,false
80079,false
456925,false
860885,false
597598,false
286389,false
786259,false
325053,false
886708,false
562584,false
269868,false
277128,false
804659,false
312989,false
347203,false
851820,false
554363,false
597668,false
834389,false
532168,false
725358,false
936940,false
214137,false
556512,false
957576,false
587467,false
671982,false
73538,false
419996,false
735239,false
559625,false
241726,false
95521,false
109428,false
788928,false
479751,false
569144,false
412155,false
211688,false
735941,false
664950,false
462529,false
594308,false
421528,false
526327,false
596419,false
157738,false
439565,false
421337,false
481870,false
471166,false
407376,false
134848,false
486081,false
834271,false
56996,false
439254,false
258563,false
913211,false
482740,false
800591,false
723915,false
148830,false
194782,false
478215,false
388133,false
230178,false
462340,false
767880,false
354178,false
611294,false
859858,false
152869,false
453972,false
967181,false
109083,false
314807,false
837331,false
846916,false
876956,false
50269,false
35519,false
16626,false
748356,false
955815,false
364687,false
294857,false
369180,false
135372,false
158669,false
104948,false
19971,false
77011,false
770409,false
569535,false
2384358,false
770901,false
430486,false
830640,false
611867,false
706816,false
459788,false
916127,false
799639,false
841885,false
994703,false
770021,false
463565,false
865880,false
370744,false
954047,false
338194,false
654535,false
184848,false
673260,false
869458,false
693646,false
365252,false
945298,false
211605,false
649747,false
357945,false
947787,false
176889,false
685501,false
750869,false
659830,false
353533,false
811205,false
816191,false
604809,false
1412331,false
323899,false
770041,false
632501,false
974649,false
517844,false
317177,false
60669,false
188094,false
377756,false
365738,false
60880,false
425288,false
554979,false
401184,false
831091,false
315494,false
371942,false
71434,false
701922,false
318420,false
238010,false
409694,false
915288,false
156339,false
539924,false
933531,false
661139,false
242709,false
142667,false
612388,false
380955,false
893934,false
589439,false
278933,false
813719,false
975326,false
282316,false
991816,false
22984,false
318569,false
939800,false
481524,false
277819,false
690199,false
186435,false
793898,false
68121,false
507406,false
237714,false
176168,false
821562,false
577535,false
657743,false
871469,false
324210,false
292912,false
368742,false
438545,false
271301,false
483590,false
392759,false
4040,false
358048,false
454915,false
732890,false
869134,false
845677,false
557125,false
462330,false
280390,false
557032,false
172944,false
947735,false
95069,false
379209,false
861245,false
531516,false
143119,false
445882,false
334164,false
1679391,false
961514,false
209086,false
923436,false
597977,false
15081,false
444892,false
473729,false
799686,false
974574,false
896665,false
655985,false
710779,false
36662,false
451809,false
565830,false
528402,false
313892,false
909937,false
502735,false
14510,false
983537,false
170013,false
41839,false
716913,false
875379,false
129096,false
230551,false
656098,false
536232,false
629868,false
418916,false
966095,false
919072,false
612120,false
474264,false
318484,false
632897,false
428400,false
796960,false
753890,false
267454,false
835360,false
719255,false
578949,false
196175,false
193622,false
514085,false
796449,false
575675,false
566832,false
79205,false
996828,false
605184,false
214689,false
258145,false
447696,false
324555,false
193309,false
252883,false
518539,false
890791,false
287046,false
965793,false
773246,false
446102,false
481443,false
292933,false
762750,false
155937,false
486806,false
730668,false
687471,false
193350,false
159782,false
371676,false
821575,false
760175,false
88177,false
849916,false
351783,false
634670,false
726658,false
12341,false
32549,false
563120,false
875018,false
470549,false
386948,false
630072,false
262185,false
2013022,false
315407,false
788268,false
512514,false
741294,false
225524,false
760581,false
28451,false
492737,false
109280,false
738689,false
479055,false
251527,false
827989,false
357890,false
895485,false
198346,false
394967,false
51333,false
536243,false
673147,false
467147,false
159768,false
918908,false
1112753,false
176243,false
631312,false
914452,false
216551,false
601863,false
319006,false
667578,false
541856,false
86537,false
296739,false
384998,false
82178,false
822510,false
460209,false
895497,false
107498,false
150250,false
471451,false
84670,false
12597,false
414232,false
938406,false
401001,false
535804,false
376305,false
157970,false
491460,false
960900,false
417567,false
703363,false
228250,false
335765,false
409121,false
689816,false
412918,false
823039,false
815445,false
313232,false
383926,false
383115,false
129360,false
568067,false
451811,false
287706,false
122959,false
526599,false
423921,false
868595,false
114924,false
148582,false
990854,false
185270,false
632993,false
985606,false
178661,false
210528,false
110219,false
989290,false
593184,false
562387,false
817858,false
117171,false
729977,false
132976,false
719347,false
631396,false
490777,false
746363,false
131241,false
876473,false
692458,false
480126,false
607566,false
481898,false
537676,false
316529,false
900247,false
605631,false
14901,false
669822,false
613610,false
569627,false
265773,false
403413,false
650924,false
541973,false
162694,false
462495,false
222629,false
923983,false
741632,false
44263,false
884359,false
323701,false
449564,false
990382,false
228614,false
80593,false
304825,false
661717,false
579646,false
2044169,false
880003,false
437613,false
668618,false
323332,false
736979,false
433441,false
89774,false
15132,false
883999,false
378045,false
400788,false
266723,false
742811,false
909033,false
9324,false
269111,false
135263,false
635505,false
96735,false
695867,false
887912,false
608923,false
446064,false
636646,false
28506,false
875441,false
647644,false
715609,false
103921,false
626425,false
804725,false
948972,false
837663,false
303328,false
54911,false
330823,false
473705,false
91661,false
573039,false
659474,false
983621,false
647757,false
955748,false
886157,false
821795,false
191612,false
51625,false
948626,false
812506,false
392855,false
167363,false
406455,false
453861,false
473212,false
633918,false
271459,false
775004,false
687286,false
450575,false
74316,false
199179,false
119617,false
290861,false
261004,false
584906,false
384877,false
158498,false
84498,false
329008,false
223586,false
646147,false
33019,false
297117,false
816345,false
370892,false
514669,false
471008,false
883204,false
652036,false
468546,false
947732,false
634574,false
570419,false
892522,false
999198,false
579225,false
675111,false
973160,false
468635,false
758153,false
958163,false
760107,false
112337,false
946251,false
639982,false
111579,false
400140,false
575377,false
872159,false
645797,false
495494,false
415869,false
481209,false
114922,false
818480,false
107931,false
602954,false
891315,false
856849,false
379368,false
588632,false
300420,false
236217,false
667675,false
903441,false
363978,false
944593,false
318995,false
804536,false
203208,false
745566,false
619079,false
437586,false
707074,false
998183,false
358761,false
67692,false
260063,false
471670,false
259678,false
16873,false
21353,false
245736,false
81147,false
779045,false
688708,false
395600,false
420556,false
285860,false
307096,false
566514,false
746265,false
814178,false
950020,false
524852,false
388050,false
715242,false
208748,false
474731,false
59041,false
125616,false
977654,false
223604,false
18877,false
905761,false
782289,false
300052,false
733948,false
795892,false
626772,false
409228,false
596912,false
567330,false
744758,false
480333,false
567840,false
674161,false
912540,false
211610,false
330560,false
919059,false
231056,false
640785,false
365755,false
962494,false
532065,false
450564,false
480233,false
1353482,false
630701,false
757343,false
513238,false
843908,false
706362,false
35700,false
433086,false
350430,false
93963,false
284920,false
694814,false
110152,false
433739,false
2900564,false
795981,false
178054,false
310105,false
651316,false
289084,false
294225,false
715217,false
311109,false
68047,false
420283,false
533726,false
268238,false
3364727,false
992798,false
102684,false
269548,false
767691,false
265035,false
968045,false
50953,false
752195,false
547752,false
347339,false
868358,false
419733,false
902111,false
555243,false
45666,false
577998,false
939921,false
470521,false
374433,false
41439,false
909839,false
428909,false
867370,false
974115,false
88502,false
889362,false
220569,false
447497,false
634607,false
507850,false
451493,false
408027,false
265857,false
394959,false
422689,false
818133,false
88358,false
181527,false
323475,false
249652,false
400032,false
791951,false
21042,false
455839,false
179952,false
878143,false
761734,false
587759,false
399974,false
441877,false
606029,false
145079,false
508146,false
417811,false
224642,false
50771,false
491267,false
486725,false
505267,false
310166,false
284213,false
87118,false
2604128,false
582630,false
66691,false
967261,false
236564,false
771019,false
161642,false
137598,false
206838,false
622224,false
369819,false
388237,false
428270,false
304213,false
685360,false
462235,false
836617,false
954684,false
2139821,false
156255,false
927375,false
661789,false
882566,false
701964,false
785175,false
3259775,false
965486,false
917223,false
162305,false
178114,false
834000,false
755846,false
847767,false
768572,false
9105,false
3144076,false
898772,false
630148,false
121701,false
960387,false
58713,false
772899,false
494593,false
392082,false
913961,false
198564,false
224848,false
180962,false
281423,false
67530,false
707234,false
153014,false
550332,false
398069,false
870056,false
665865,false
572856,false
766461,false
86657,false
398136,false
448456,false
570015,false
92817,false
167005,false
491250,false
162465,false
309921,false
352722,false
8364,false
619131,false
748806,false
42061,false
386049,false
98286,false
650747,false
966672,false
416101,false
291701,false
775411,false
220642,false
908035,false
381239,false
195418,false
963161,false
464325,false
823571,false
926102,false
488191,false
348709,false
241644,false
516896,false
99378,false
124192,false
717315,false
131502,false
295963,false
157094,false
489405,false
831105,false
480270,false
891874,false
389131,false
869397,false
306894,false
32024,false
91574,false
927528,false
792447,false
895776,false
915121,false
559077,false
411898,false
33122,false
722935,false
342355,false
108901,false
69121,false
856449,false
479735,false
978255,false
980299,false
399661,false
228235,false
703841,false
309979,false
750703,false
331628,false
1360,false
466082,false
915051,false
287918,false
981446,false
32394,false
582728,false
52915,false
979489,false
840259,false
757679,false
248694,false
496465,false
33949,false
102751,false
380969,false
689772,false
893305,false
172349,false
217465,false
519716,false
913853,false
892076,false
994950,false
407406,false
505577,false
801842,false
187610,false
607717,false
649468,false
55708,false
756660,false
624064,false
892647,false
206268,false
774215,false
737518,false
60791,false
108040,false
666176,false
592618,false
389073,false
305296,false
368205,false
861700,false
644095,false
76314,false
244911,false
706375,false
833750,false
160682,false
27295,false
732776,false
396483,false
123971,false
142268,false
780292,false
454438,false
451978,false
245098,false
145185,false
467220,false
2892400,false
17695,false
658196,false
195596,false
117066,false
409352,false
634902,false
610564,false
439604,false
68908,false
436082,false
252347,false
641301,false
514128,false
580767,false
922476,false
332117,false
724231,false
177677,false
675704,false
876805,false
404691,false
102191,false
418862,false
906035,false
641598,false
889909,false
447540,false
602731,false
483349,false
542692,false
104723,false
272617,false
459717,false
233093,false
465165,false
738383,false
688492,false
256612,false
771711,false
95227,false
687367,false
2931133,false
559830,false
15870,false
134958,false
357235,false
896854,false
586681,false
626252,false
762200,false
861756,false
524122,false
142367,false
73104,false
524840,false
913057,false
773681,false
460882,false
906559,false
704689,false
217590,false
59663,false
486598,false
453545,false
1879310,false
436045,false
172243,false
427803,false
442153,false
2331,false
510565,false
80468,false
867668,false
13389,false
65721,false
167899,false
156211,false
472287,false
912977,false
655136,false
571379,false
607530,false
890296,false
530900,false
903160,false
568279,false
525511,false
845613,false
83429,false
893175,false
914240,false
518829,false
925076,false
901659,false
563238,false
55887,false
619882,false
438127,false
613514,false
367404,false
501519,false
706346,false
2861832,false
541472,false
673390,false
612342,false
925594,false
210018,false
758313,false
991071,false
354342,false
667558,false
550785,false
136652,false
416982,false
630370,false
35994,false
2987309,false
812140,false
120646,false
582059,false
786039,false
206810,false
266008,false
719759,false
601264,false
722208,false
204946,false
313908,false
611586,false
151286,false
164604,false
852061,false
117504,false
745423,false
470653,false
56470,false
844313,false
234128,false
817936,false
689548,false
482051,false
111152,false
527238,false
416082,false
294863,false
377260,false
60167,false
391495,false
319495,false
45238,false
534645,false
796797,false
993753,false
174315,false
525656,false
567687,false
417627,false
942762,false
349236,false
428415,false
708252,false
251413,false
529828,false
2773137,false
254633,false
722985,false
114570,false
832954,false
22207,false
674395,false
278079,false
645149,false
816874,false
771525,false
349087,false
788963,false
819740,false
650008,false
684012,false
403521,false
519060,false
933838,false
711109,false
434411,false
379206,false
62982,false
817181,false
758598,false
465962,false
302723,false
285142,false
467896,false
685227,false
845216,false
333566,false
768143,false
689347,false
234053,false
490330,false
759924,false
139326,false
935344,false
840199,false
788854,false
193838,false
733240,false
68030,false
515740,false
953209,false
795581,false
408416,false
181408,false
888104,false
518410,false
390773,false
538036,false
77509,false
130838,false
564736,false
539835,false
303455,false
263757,false
100786,false
244868,false
181158,false
888501,false
157911,false
897871,false
91730,false
37544,false
27823,false
726315,false
836578,false
999125,false
566789,false
771458,false
30631,false
958997,false
288719,false
690475,false
329788,false
244372,false
697483,false
796872,false
387672,false
179242,false
933296,false
150627,false
423603,false
3129956,false
859129,false
929496,false
832412,false
56146,false
254486,false
230834,false
980042,false
491557,false
420309,false
36349,false
393485,false
788493,false
440019,false
560796,false
425792,false
566147,false
188307,false
99396,false
875529,false
657574,false
689218,false
60240,false
695586,false
403011,false
516697,false
659313,false
517085,false
799908,false
761145,false
800222,false
144883,false
468579,false
981898,false
30437,false
957184,false
358780,false
486108,false
918188,false
151158,false
624294,false
182839,false
636306,false
271095,false
807132,false
728156,false
756232,false
93842,false
869242,false
152349,false
459118,false
579844,false
974808,false
522873,false
141885,false
99881,false
426209,false
95194,false
634554,false
953751,false
425615,false
130144,false
168073,false
640669,false
700105,false
76818,false
969214,false
597377,false
197960,false
901495,false
138388,false
359289,false
279130,false
954915,false
489495,false
304409,false
956846,false
608991,false
944992,false
61994,false
453380,false
125729,false
351322,false
411831,false
23870,false
141133,false
732288,false
277184,false
501595,false
550125,false
2103818,false
405743,false
280929,false
331004,false
431664,false
34802,false
636240,false
430415,false
282260,false
946567,false
843804,false
893281,false
756337,false
220722,false
378151,false
339364,false
276971,false
791318,false
686284,false
22780,false
450902,false
523392,false
963548,false
935070,false
14179,false
358016,false
556094,false
250809,false
451444,false
11306,false
885585,false
365734,false
1036191,false
429516,false
874440,false
949570,false
674239,false
810569,false
743662,false
563444,false
585167,false
453964,false
371883,false
727419,false
382499,false
2325,false
978067,false
681704,false
415041,false
217977,false
132206,false
802715,false
201633,false
655342,false
407877,false
310292,false
297150,false
210582,false
57619,false
278224,false
496094,false
989977,false
372106,false
945882,false
875991,false
562417,false
449867,false
120685,false
846468,false
399050,false
792262,false
656510,false
701598,false
135418,false
224491,false
71429,false
974318,false
471014,false
815854,false
729821,false
398845,false
285143,false
383226,false
357844,false
518271,false
440043,false
259966,false
30587,false
857373,false
754285,false
314993,false
765857,false
968734,false
257080,false
342011,false
47345,false
821871,false
406195,false
641495,false
493677,false
400363,false
199930,false
942389,false
809762,false
779211,false
324774,false
558434,false
803651,false
511722,false
721206,false
632279,false
148158,false
114041,false
723278,false
781261,false
723555,false
567043,false
823516,false
362563,false
210294,false
622735,false
443861,false
511866,false
271359,false
380940,false
831715,false
126757,false
462716,false
143128,false
722399,false
332100,false
652888,false
588618,false
879446,false
651145,false
781412,false
512830,false
318873,false
951608,false
843298,false
219779,false
715273,false
6296,false
423485,false
2938779,false
261185,false
619925,false
170560,false
935579,false
800137,false
2090003,false
99131,false
133809,false
82012,false
837898,false
120365,false
39603,false
244565,false
72386,false
239534,false
498862,false
734802,false
883568,false
272258,false
101333,false
699921,false
754652,false
419880,false
2728,false
410517,false
728973,false
370820,false
371958,false
352385,false
119288,false
900505,false
401688,false
848825,false
3408,false
860311,false
490759,false
435631,false
717056,false
356430,false
206261,false
318787,false
140161,false
1307706,false
561048,false
195191,false
2986354,false
512282,false
744435,false
26176,false
775532,false
560903,false
705842,false
775908,false
559397,false
747489,false
989444,false
18583,false
784641,false
185029,false
709568,false
341341,false
619817,false
930649,false
55882,false
411858,false
898280,false
654209,false
890384,false
811986,false
241744,false
518588,false
531625,false
677954,false
979230,false
354135,false
933773,false
5418,false
625227,false
497375,false
608171,false
672938,false
787815,false
959740,false
48694,false
425302,false
591504,false
267643,false
965027,false
350682,false
117767,false
995913,false
670636,false
481841,false
64078,false
787287,false
374443,false
461060,false
185621,false
607532,false
341043,false
988227,false
900212,false
833097,false
816999,false
514007,false
741343,false
291884,false
991910,false
751996,false
500768,false
356112,false
266430,false
768174,false
784574,false
826079,false
374666,false
395507,false
319461,false
524580,false
492182,false
162267,false
704278,false
949653,false
477720,false
15701,false
669417,false
67359,false
998118,false
89095,false
906138,false
669702,false
857383,false
634437,false
203517,false
482206,false
89463,false
614786,false
345100,false
467563,false
998735,false
845008,false
100851,false
115195,false
291754,false
143471,false
929934,false
229930,false
71270,false
176334,false
686261,false
433572,false
48812,false
906839,false
930403,false
697507,false
295258,false
456204,false
349234,false
147099,false
259570,false
182953,false
335810,false
866500,false
292265,false
412249,false
69770,false
173074,false
292979,false
676607,false
689137,false
525279,false
771955,false
258725,false
246487,false
732112,false
919033,false
522823,false
173080,false
918252,false
476286,false
864877,false
262019,false
63401,false
825591,false
892598,false
69310,false
839583,false
359703,false
754830,false
130707,false
933358,false
433068,false
927080,false
468663,false
397406,false
786509,false
192727,false
660538,false
173302,false
789439,false
69016,false
869471,false
807045,false
238084,false
522151,false
224068,false
642843,false
257944,false
2741175,false
589295,false
215788,false
890424,false
26821,false
782739,false
473052,false
805362,false
260510,false
3210,false
561912,false
911564,false
889658,false
583602,false
101725,false
349402,false
719776,false
283392,false
960060,false
250877,false
79701,false
847724,false
207834,false
476522,false
527861,false
177254,false
381730,false
67238,false
379198,false
3684,false
494997,false
271489,false
256714,false
664672,false
439528,false
136218,false
867789,false
771975,false
655055,false
130360,false
61044,false
614359,false
178854,false
33636,false
316559,false
589545,false
375816,false
55211,false
325514,false
939336,false
663489,false
803328,false
183873,false
710073,false
