Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
3,0,56.88,2,2,658,24.0562,-1,1
2,0,76.42,0,0,113,41.4297,72,1
3,1,22.63,1,0,396,19.6324,-1,0
2,0,58.57,1,1,462,12.3783,6,0
3,0,62.33,0,2,243,8.0017,-1,1
2,0,46.75,0,1,572,9.6678,-1,1
3,0,23.65,1,1,382,0.0,6,0
3,0,31.1,4,3,464,94.1921,55,0
1,0,40.62,1,0,108,1.468,47,1
1,0,31.31,0,2,262,12.1246,-1,0
2,0,54.16,3,0,432,13.864,-1,0
1,0,66.12,0,0,589,15.4192,-1,0
1,0,21.89,4,1,563,7.7478,-1,0
1,0,23.37,0,1,470,7.5076,0,2
1,0,66.63,0,0,269,168.5016,-1,1
1,0,54.02,1,1,230,35.3707,17,0
3,0,50.72,0,2,374,31.4798,0,0
3,0,27.93,5,3,680,7.8308,-1,0
1,0,54.81,3,0,146,35.6378,43,1
2,0,15.8,0,1,326,205.439,-1,1
2,0,9.86,1,1,226,28.4428,-1,0
1,0,73.2,3,1,133,36.0313,18,0
3,1,36.77,2,1,393,6.5706,0,1
1,0,26.8,4,1,380,12.7736,-1,0
2,0,19.04,1,0,383,6.9758,12,1
3,0,28.72,1,1,680,26.5211,-1,2
1,0,60.92,2,1,256,32.1454,53,1
2,0,18.03,0,0,360,33.0155,13,1
2,0,61.36,0,1,227,196.7466,-1,0
1,0,71.62,0,0,457,15.1258,-1,1
1,0,42.23,0,2,287,15.3251,56,0
1,0,28.31,1,0,157,17.1959,39,0
3,0,66.62,1,2,562,6.5234,55,1
2,0,25.92,1,0,193,69.6888,-1,0
1,0,4.92,0,0,327,23.4561,-1,1
3,0,9.43,0,0,60,512.3292,-1,0
3,0,52.49,0,6,515,156.8604,-1,1
1,0,28.12,0,2,470,50.2998,-1,2
2,0,34.07,0,0,235,80.9004,-1,1
1,1,65.54,1,2,154,204.164,-1,1
2,0,41.27,4,1,320,14.7952,-1,1
1,0,80.0,3,0,646,23.0786,43,0
3,0,51.5,3,1,157,19.7302,0,0
1,0,37.57,0,1,680,6.2385,-1,1
1,0,17.14,0,1,408,11.7923,60,0
2,0,44.7,1,1,606,23.7694,-1,1
1,0,36.27,0,1,548,6.0343,0,0
1,0,29.91,1,2,680,135.4812,-1,0
1,0,54.85,1,0,680,15.0374,0,0
2,0,55.6,0,1,374,49.7179,0,0
3,0,58.66,1,0,89,186.3901,-1,0
2,0,47.58,0,1,125,338.8285,0,1
2,0,36.18,0,1,616,220.7794,-1,1
1,0,33.34,0,0,76,79.4685,-1,0
1,0,40.81,1,2,280,92.3397,-1,2
1,0,44.47,3,0,680,303.726,-1,2
3,0,55.69,0,2,564,36.7826,-1,0
2,0,26.72,0,0,383,8.7865,11,1
2,0,80.0,0,0,632,7.5945,-1,1
1,0,28.24,0,2,459,7.5518,3,1
1,0,23.73,0,1,304,76.6367,-1,2
1,0,66.69,2,0,606,15.9176,21,0
3,0,47.44,0,5,435,11.7768,-1,1
2,0,37.01,0,1,642,213.2691,98,1
1,0,21.2,1,1,518,1.7882,13,0
1,0,57.54,3,0,577,9.7747,85,0
3,0,39.06,1,0,126,16.2641,-1,2
2,0,41.6,0,0,572,251.2291,34,0
2,0,27.96,0,2,265,5.1001,-1,1
3,0,36.77,1,1,142,0.0521,-1,0
1,0,48.94,3,1,106,14.9851,-1,1
1,0,67.33,0,1,680,14.6838,2,0
1,0,30.11,4,1,218,9.2747,8,1
1,0,80.0,0,1,264,9.5522,39,0
2,0,80.0,3,2,167,36.2065,-1,1
2,0,23.95,1,0,0,41.2542,-1,0
2,0,31.91,0,0,680,24.1655,-1,0
1,0,36.98,0,0,193,17.4146,96,1
2,1,14.21,3,0,368,69.9453,45,1
1,0,75.86,0,1,416,209.4106,0,0
2,0,49.79,3,1,271,36.7518,-1,1
2,0,49.59,0,1,219,13.3409,129,0
1,0,74.43,0,0,0,54.285,-1,0
1,1,44.09,4,0,463,51.7368,-1,1
2,0,40.12,1,1,430,0.0,-1,2
2,0,61.25,1,0,565,48.7886,-1,1
1,1,42.75,1,0,207,10.7227,9,0
2,0,49.27,1,0,122,2.6468,5,1
1,0,48.53,1,2,495,7.5259,-1,2
2,0,35.19,4,1,400,116.3752,37,0
1,0,67.42,5,0,423,55.6902,50,1
1,0,35.35,0,0,500,23.7037,-1,1
1,1,31.08,0,0,151,215.3935,51,1
3,0,54.54,1,1,423,50.7907,59,0
2,0,7.8,0,0,668,113.9548,-1,0
2,0,80.0,0,1,571,22.8636,-1,1
1,0,23.58,0,0,390,6.1754,-1,1
3,0,19.65,1,2,135,35.8574,-1,2
2,0,27.78,0,2,396,9.129,35,1
2,0,30.01,0,0,455,5.5628,-1,1
2,0,29.21,0,1,549,24.2789,-1,1
2,0,73.22,0,1,204,6.3172,-1,0
1,0,62.3,1,1,126,7.9959,-1,1
1,0,50.56,1,0,536,39.1129,-1,1
3,0,63.54,1,2,157,9.7341,-1,1
1,1,18.51,5,1,333,12.6886,-1,0
3,0,47.53,4,2,570,53.6447,25,0
2,0,26.34,0,0,631,53.285,-1,0
1,0,30.05,2,1,504,8.628,41,1
1,0,34.98,1,1,631,30.9971,21,0
1,0,13.12,0,0,348,8.1559,-1,0
2,0,52.78,3,1,80,19.8864,0,0
1,0,51.03,4,0,606,14.7427,19,0
3,0,36.47,0,2,121,21.9003,-1,1
1,0,24.82,1,0,520,14.6967,-1,0
2,0,68.96,0,1,387,237.357,-1,1
1,0,58.25,0,0,240,36.4645,-1,1
2,1,52.23,0,0,680,14.0878,1,1
1,0,22.96,0,0,384,227.6533,-1,1
1,0,34.22,3,1,606,5.1816,125,1
2,0,37.98,0,1,187,6.2048,0,1
1,0,15.89,1,1,72,22.9144,13,0
1,0,63.67,0,2,263,241.1599,67,1
1,0,54.65,1,2,355,10.244,-1,1
1,0,61.41,3,1,488,4.208,-1,0
3,0,43.52,0,0,584,19.3649,-1,1
2,0,36.31,1,0,481,205.507,-1,0
2,0,37.87,0,0,229,16.1536,-1,2
1,0,59.27,1,0,326,5.4042,-1,0
2,0,42.31,1,0,558,193.2367,66,0
2,0,52.77,1,5,245,18.7235,-1,0
1,0,17.14,0,0,218,3.6976,-1,1
2,0,17.9,0,0,312,16.0813,16,1
3,0,35.93,1,2,435,4.9965,24,1
1,0,32.82,0,0,118,2.8054,30,2
3,0,23.05,1,0,493,10.4513,-1,0
3,0,50.54,1,0,440,512.3292,13,0
1,0,28.49,1,1,34,4.9979,79,0
1,0,28.12,0,2,236,12.7671,-1,1
3,0,64.3,0,0,680,18.1949,-1,1
1,0,36.9,1,0,454,24.4218,-1,0
1,0,37.55,3,2,131,61.2592,-1,1
3,0,63.47,0,0,217,146.243,-1,1
1,0,55.62,1,0,516,91.4341,-1,1
1,0,60.82,3,1,627,66.7604,17,0
1,0,38.8,5,1,169,8.019,2,0
1,0,60.63,1,2,146,146.2859,20,0
1,0,30.22,3,1,47,38.7293,-1,1
2,0,36.63,0,0,680,11.5188,-1,1
3,0,28.38,1,0,529,246.1395,81,1
1,0,26.53,0,1,674,1.3617,65,1
1,0,41.96,0,1,94,14.6454,-1,1
2,0,53.5,3,0,220,14.2162,15,0
1,0,30.07,3,0,385,13.8807,43,0
1,0,10.63,1,2,604,0.2718,-1,1
1,0,60.56,0,2,655,32.5744,-1,0
3,0,17.33,1,0,73,3.265,-1,1
2,0,49.07,3,1,544,280.1472,35,1
2,0,26.75,3,0,256,35.3571,38,0
3,0,80.0,0,1,380,14.7178,51,1
3,1,57.89,0,0,290,11.8179,10,2
2,0,48.52,0,0,378,7.0548,-1,1
2,0,43.67,1,0,268,191.5816,-1,0
3,0,22.03,0,2,623,98.7122,-1,0
3,0,25.63,4,2,185,28.5151,-1,1
3,0,70.43,0,0,444,441.715,14,1
2,0,41.56,0,0,120,491.9739,-1,0
2,0,59.39,0,1,584,335.725,-1,2
3,0,25.7,1,1,288,28.0118,-1,1
1,0,51.24,0,2,300,196.6472,-1,1
2,0,16.58,1,3,343,70.3368,-1,0
2,0,46.34,5,1,115,24.1406,-1,0
1,0,34.84,0,2,607,6.8177,-1,1
1,0,55.29,4,1,261,21.3693,-1,0
2,1,51.48,4,0,452,9.0246,-1,1
2,0,70.86,0,2,75,3.0154,-1,1
3,0,50.32,1,1,455,9.7109,17,0
3,0,66.2,4,0,150,1.4034,23,0
3,0,9.51,1,1,290,81.7995,-1,1
3,0,58.1,0,0,272,1.1141,-1,1
2,1,48.79,1,1,412,36.6652,18,0
1,0,16.9,1,1,180,8.7311,47,1
1,0,58.64,1,1,156,18.6786,-1,0
1,0,25.18,0,2,311,64.3758,-1,1
1,1,53.34,1,1,180,20.6814,0,0
2,0,52.67,4,1,536,62.6486,-1,2
2,0,33.27,0,1,585,72.6169,-1,0
2,0,56.1,1,4,228,28.626,0,1
2,0,19.72,0,0,147,16.0185,13,1
2,0,75.22,4,1,100,30.7271,-1,0
1,0,23.84,0,4,77,229.9507,37,2
1,1,76.21,1,2,265,76.7585,27,2
2,0,23.3,1,2,127,3.6628,33,1
1,0,21.52,1,0,236,21.2211,-1,0
2,1,64.69,0,0,153,18.8212,25,0
1,0,65.84,1,1,595,9.5408,-1,0
1,0,37.01,0,1,310,12.1808,-1,0
2,0,25.64,5,0,680,17.2503,-1,1
1,0,13.75,5,0,372,5.2107,-1,2
1,0,26.11,4,0,111,18.3515,-1,1
2,0,42.66,0,2,605,28.8826,78,0
2,0,33.5,0,2,91,13.7378,7,2
1,0,63.6,3,0,673,9.7953,-1,1
1,0,80.0,2,1,118,17.1054,61,0
1,0,15.74,3,0,514,51.8128,0,0
2,0,53.64,1,0,680,5.0918,35,2
2,0,30.26,0,0,611,10.0922,21,1
1,0,24.39,1,0,142,512.3292,70,0
3,0,46.26,1,0,397,11.357,40,0
1,0,48.89,0,1,549,39.0735,19,0
2,0,68.87,4,1,328,13.7971,83,1
2,1,66.03,1,0,424,17.109,-1,2
3,0,44.04,0,4,670,4.1038,-1,0
1,0,25.94,0,1,640,250.3544,-1,0
3,0,59.46,1,0,435,209.0321,94,1
1,0,24.44,0,1,392,65.1629,-1,1
1,0,68.2,4,0,620,37.3479,18,1
3,0,21.19,1,1,589,217.0764,-1,1
1,1,35.2,1,2,273,20.798,14,0
3,1,47.47,1,1,67,33.1944,-1,1
1,0,54.72,0,2,680,15.5741,-1,0
1,0,55.57,1,0,41,82.9781,0,1
1,0,22.66,1,1,25,0.0,85,1
1,0,55.71,0,0,661,12.7792,-1,1
3,0,29.46,0,1,578,0.0,-1,0
1,0,36.06,1,0,94,59.2165,114,1
2,0,80.0,0,0,637,16.46,17,0
1,0,61.59,0,4,484,43.0187,-1,0
3,1,47.6,4,1,494,113.7713,29,0
1,1,19.03,0,0,431,38.1637,-1,1
2,0,49.59,0,1,196,20.4544,-1,0
2,0,24.51,1,0,439,8.6674,-1,0
3,0,32.46,4,0,541,15.4073,0,1
2,0,59.55,0,1,425,70.9545,-1,1
1,0,61.77,0,0,222,13.3509,43,0
1,0,31.14,4,2,239,11.2616,0,0
1,0,61.89,0,0,384,294.1126,3,0
2,0,38.86,0,0,179,25.5087,-1,1
2,0,20.06,3,0,359,119.3608,-1,0
3,0,73.63,1,0,340,3.4222,128,2
1,0,30.43,1,1,454,196.1809,-1,0
3,0,71.81,0,0,515,13.2276,-1,0
1,1,70.71,4,4,154,30.0344,-1,0
2,0,36.52,1,0,228,41.0806,18,0
3,0,22.51,1,1,582,413.7533,38,1
3,0,32.63,1,1,433,79.6339,-1,0
3,0,26.42,1,0,358,34.2948,-1,0
2,0,53.42,4,0,680,82.5298,-1,1
3,1,41.12,0,0,166,70.2229,1,2
2,0,62.1,1,2,310,13.3431,-1,0
2,0,51.37,0,0,673,17.0655,-1,0
2,0,73.57,1,0,222,0.0,-1,1
1,0,57.58,1,0,340,15.9618,-1,1
1,0,63.85,1,1,636,28.0034,-1,0
1,0,52.68,1,0,660,168.3873,13,1
2,0,80.0,0,1,475,22.8445,1,1
3,0,24.58,0,0,327,145.9623,-1,1
2,0,42.44,0,1,326,47.2508,23,2
1,0,37.02,0,3,141,72.5703,0,1
2,0,69.46,0,1,447,113.1827,-1,1
1,0,19.1,0,1,14,5.772,0,1
1,0,73.52,0,0,231,18.5537,0,0
2,1,38.2,0,0,369,37.818,-1,0
2,0,45.88,1,0,449,27.678,-1,0
1,0,65.8,3,1,639,22.0202,14,1
3,0,18.66,0,0,446,51.8887,2,0
3,1,66.93,1,1,132,9.4616,37,0
1,0,55.96,0,1,0,31.2967,81,1
2,0,62.08,0,0,220,11.3106,0,0
1,0,28.99,2,1,275,54.7638,109,0
1,1,59.09,0,1,108,206.8802,-1,2
2,0,47.75,4,5,425,32.4734,-1,1
2,0,31.42,0,1,409,41.9944,35,1
1,1,57.4,0,1,110,22.5346,48,1
2,0,35.11,1,1,310,14.9251,-1,1
3,0,28.57,0,2,644,16.1341,-1,1
1,0,60.73,0,0,435,6.3023,-1,1
1,0,80.0,0,1,102,11.5085,29,1
1,0,57.33,0,0,133,25.7549,22,0
2,1,59.64,1,0,240,2.8426,-1,1
2,0,62.63,0,0,519,6.7962,34,0
1,0,43.61,0,0,149,14.1881,-1,0
2,0,46.53,1,1,233,17.7612,-1,0
1,0,40.62,0,1,500,23.3209,-1,0
1,0,13.67,1,0,432,15.0946,-1,0
1,0,58.31,0,3,136,157.4777,38,2
1,0,38.33,0,1,112,6.3469,-1,1
1,0,20.57,1,2,566,508.84,15,0
2,0,65.04,0,1,458,159.7183,-1,1
1,0,33.44,1,2,363,311.8589,-1,1
3,1,34.46,3,1,156,75.5374,39,0
1,0,57.29,1,1,661,13.2835,-1,1
2,1,47.44,1,1,206,35.6335,-1,0
2,0,41.34,0,1,609,11.9841,0,1
2,0,25.12,0,0,95,349.3438,56,0
2,1,71.65,0,0,478,105.7076,-1,1
1,0,21.29,0,0,354,15.0541,17,1
2,0,44.41,0,0,9,47.1532,-1,1
2,0,31.45,0,0,119,7.3545,65,0
2,0,37.13,2,0,572,512.3292,93,0
2,0,34.9,2,1,235,11.0062,-1,0
2,0,58.09,0,0,504,16.7095,-1,1
2,0,31.05,0,0,577,22.285,84,1
3,0,37.61,0,0,197,32.6122,-1,1
1,0,49.91,0,0,579,54.4653,-1,0
1,0,38.82,3,0,87,23.765,25,1
2,0,59.51,0,1,680,7.9247,-1,1
1,0,38.79,1,0,168,86.432,-1,0
3,0,30.6,0,0,177,5.2505,-1,1
3,0,35.49,0,1,664,75.4998,-1,0
2,0,18.12,1,1,103,28.5044,0,0
1,0,12.96,0,0,385,86.6138,2,1
2,0,40.4,5,0,312,38.4997,39,1
1,0,69.45,0,1,271,240.6326,46,2
2,1,67.46,3,0,680,7.4224,20,1
1,0,54.87,2,0,515,118.2517,12,1
2,0,69.64,0,0,645,59.0389,-1,0
1,0,64.61,0,2,124,2.6066,25,1
1,0,38.23,1,0,11,5.9603,41,1
3,0,40.44,1,0,0,40.4819,-1,0
3,0,34.59,1,0,464,73.5183,95,1
2,0,58.44,0,0,655,26.6851,-1,1
3,0,80.0,0,1,166,27.4818,-1,0
3,0,61.21,3,1,338,164.4259,-1,0
1,0,37.66,1,0,276,14.8482,0,0
1,0,76.71,0,0,146,7.5362,1,0
2,0,35.71,0,2,315,39.4299,-1,1
1,0,11.84,1,1,342,30.1299,-1,0
2,1,80.0,1,1,415,288.0811,21,0
1,0,71.52,0,0,288,36.9774,-1,0
3,1,29.47,1,0,680,208.5,-1,0
3,0,34.38,4,1,642,447.5552,-1,2
1,0,37.75,1,2,680,31.9096,0,1
1,0,46.06,0,2,390,1.809,-1,0
2,0,24.49,0,1,302,15.5807,-1,1
3,0,40.23,1,1,0,37.6983,-1,1
1,1,18.66,0,3,241,10.6694,36,0
1,0,53.09,1,3,606,31.0249,-1,0
3,0,52.87,0,0,261,43.5048,47,0
3,0,33.17,0,1,478,13.4301,59,0
1,0,76.25,1,0,626,20.7705,-1,0
3,0,23.0,0,2,643,16.4554,-1,0
3,0,60.86,0,0,176,10.9677,-1,0
1,0,33.96,1,0,461,5.8664,-1,1
1,0,70.93,0,5,543,4.8636,34,1
1,0,80.0,1,2,606,90.8992,-1,0
1,0,43.53,1,0,367,32.2273,-1,2
2,1,46.02,0,1,169,166.2021,-1,0
1,0,32.94,0,0,307,12.6093,-1,1
3,0,39.16,3,1,376,9.7147,-1,0
1,0,58.78,4,2,332,83.7075,16,1
1,0,31.06,4,0,421,32.0103,41,0
1,0,51.12,1,4,680,105.4371,-1,1
1,0,23.97,0,0,669,193.784,0,2
1,0,75.55,3,1,84,7.975,36,1
3,0,73.48,1,1,46,107.2331,114,2
2,0,36.1,1,0,225,8.566,-1,0
1,0,34.42,0,0,202,21.5075,-1,0
2,0,25.67,4,0,368,14.8754,-1,0
2,1,44.5,0,0,61,34.7523,-1,1
2,0,57.37,1,1,457,64.5622,-1,0
2,0,60.21,0,1,653,12.501,-1,2
2,0,18.72,3,0,487,11.7041,-1,0
2,0,45.27,3,3,359,20.7951,-1,1
2,1,70.51,0,1,365,333.1823,-1,1
1,0,39.78,4,1,280,70.2007,0,0
1,0,61.46,1,0,523,30.8984,-1,1
2,0,67.33,0,2,396,41.9691,23,0
1,0,63.66,0,0,286,0.0,-1,1
3,0,47.13,3,2,491,67.5296,-1,1
2,0,2.06,0,0,404,71.3675,-1,1
2,0,64.89,5,0,155,83.5941,19,1
1,0,80.0,1,1,154,2.0755,61,0
2,0,22.96,0,2,680,14.4572,5,2
1,0,29.87,1,0,649,12.6612,27,0
